OBJECTID,HexID,SamplingResultsCount,SHAPE_Length,SHAPE_Area
231,231,4,0.178797334211342,0.00222548381871034
232,232,12,0.185912617483261,0.00236736846139101
233,233,4,0.182252388757355,0.00229474188531025
234,234,33,0.183878862238583,0.00232698498693548
235,235,6,0.178232823109005,0.0022143055241107
236,236,4,0.181439748667002,0.00227844780554605
237,237,16,0.185534999243472,0.00235989021227656
238,238,5,0.178757994797292,0.00222483600693751
239,239,18,0.176905229171461,0.00218742834309311
240,240,4,0.178717603138466,0.00222405035018243
241,241,2,0.185727033263236,0.00236344835073843
242,242,9,0.179051619239468,0.00223069736563511
243,243,4,0.178773452555201,0.00222516656207501
244,244,4,0.179763787686808,0.00224479928839624
245,245,20,0.177779746016095,0.00220499719119205
246,246,17,0.177447805027402,0.00219832547964829
247,247,1,0.178555490041647,0.00222080019799768
248,248,2,0.181934407821616,0.00228837564147294
249,249,1,0.17803126617549,0.00221020352568297
250,250,20,0.185391251801012,0.00235679143332928
251,251,9,0.178407213901084,0.00221773693834514
252,252,21,0.178579727469482,0.00222121973004037
253,253,4,0.177573048868769,0.00220092038846859
254,254,3,0.180339481463683,0.00225655249202747
255,255,4,0.178935116098046,0.0022282889800678
256,256,5,0.178618351129394,0.00222188727755818
257,257,4,0.177386007180168,0.00219697119562043
258,258,11,0.178374688436378,0.00221713379011029
259,259,21,0.186566605230866,0.00238020210320031
260,260,5,0.177276742927312,0.00219477463509842
261,261,3,0.183456289809971,0.00231866274916704
262,262,4,0.179767226109058,0.00224510237632865
263,263,3,0.184389355446903,0.00233707901944217
264,264,8,0.179102951332816,0.00223172019595851
265,265,1,0.178343343595688,0.00221652169696029
266,266,33,0.178337970470021,0.00221640690968839
267,267,55,0.178944182427925,0.00222851440961671
268,268,7,0.185550445266464,0.00236021926837506
269,269,27,0.177113954336051,0.00219142737888143
270,270,4,0.184846765211671,0.0023460570427797
271,271,5,0.179675723410449,0.00224312898544805
272,272,9,0.183748997014062,0.00232442118957259
273,273,5,0.180294878091035,0.002255667019822
274,274,38,0.18020179467537,0.00225369789732051
275,275,9,0.177230003013564,0.0021941351167646
276,276,5,0.177495619233788,0.002199174203539
277,277,25,0.178216424509532,0.00221395510772686
278,278,8,0.180663678335493,0.00226301772430463
279,279,8,0.177019076832594,0.00218957487862079
280,280,1,0.181282746919798,0.00227540679901035
281,281,3,0.179574304091333,0.00224094114136165
282,282,7,0.178409986096441,0.00221787193799683
283,283,12,0.18005410856388,0.00225084852623611
284,284,5,0.176875420828159,0.00218653846889725
285,285,6,0.177356403140728,0.00219659367010565
286,286,11,0.177380322907657,0.00219716391158953
287,287,2,0.180236173144693,0.00225436244068083
288,288,4,0.178989721697672,0.00222947316280604
289,289,1,0.178705003470216,0.00222380054834984
290,290,4,0.177766702082929,0.00220493515963793
291,291,7,0.177728544743946,0.00220416881249399
292,292,5,0.182550185148943,0.00230067327567295
293,293,9,0.181627355318974,0.0022820316584645
294,294,3,0.185970824150164,0.00236845666360224
295,295,4,0.177888700421458,0.00220738392719384
296,296,31,0.180859882648654,0.00226688194963819
297,297,4,0.177267502695791,0.00219471306099265
298,298,4,0.177383890014895,0.00219723644240461
299,299,54,0.178062242657197,0.00221077958850896
300,300,8,0.17937955434172,0.00223722097760803
301,301,4,0.18287108400067,0.00230699619091284
302,302,4,0.182509747913069,0.00229986937304077
303,303,4,0.182890905364082,0.0023074398566083
304,304,14,0.181322913394774,0.00227621072998167
305,305,5,0.182632016202302,0.00230229296428104
306,306,1,0.181223436986306,0.00227411704034268
307,307,31,0.178795890690756,0.00222561900272556
308,308,4,0.182932757197038,0.00230826797782644
309,309,8,0.176819427022876,0.00218563093471323
310,310,8,0.183106468085865,0.00231171867800131
311,311,23,0.177631716811725,0.00220221940680737
312,312,19,0.183227518072751,0.00231409616804957
313,313,7,0.183377213599238,0.00231675055405679
314,314,1,0.186412841719007,0.00237722799151362
315,315,8,0.180137708364714,0.00225251474713472
316,316,20,0.178647868696481,0.00222257137369418
317,317,11,0.180180044240967,0.00225324247753965
318,318,43,0.18271523432744,0.00230394115313682
319,319,4,0.180553972662612,0.00226081497263192
320,320,30,0.178394556681117,0.0022175136814812
321,321,20,0.182228649984967,0.00229412356019777
322,322,4,0.179223151881312,0.0022341528783635
323,323,2,0.178523986983034,0.00222013494172454
324,324,6,0.179992901767635,0.0022494803332489
325,325,15,0.177212283035462,0.00219372266557087
326,326,1,0.177323372397777,0.00219598843632329
327,327,24,0.178681781986434,0.00222324322737548
328,328,5,0.177569937966376,0.00220084033355994
329,329,4,0.177976084180175,0.00220898980005128
330,330,13,0.178797248994986,0.002225627540437
331,331,4,0.177637656094886,0.00220216986906597
332,332,4,0.183069608943168,0.00231065087436473
333,333,8,0.178135269849311,0.00221231693123834
334,334,5,0.185413926105221,0.00235752013252746
335,335,16,0.180691056782221,0.00226350128314407
336,336,12,0.179967141518032,0.00224910543239396
337,337,12,0.178454012933133,0.00221873933316947
338,338,11,0.182977597584273,0.00230916257258986
339,339,12,0.182067867228659,0.00229094855275356
340,340,6,0.177652792286395,0.00220237571185556
341,341,7,0.182287050026117,0.00229542422377322
342,342,8,0.182900626428528,0.00230743131001433
343,343,5,0.179317980007179,0.00223602100803902
344,344,24,0.182812803473862,0.00230556819024087
345,345,38,0.178003028882639,0.00220968413837528
346,346,4,0.18131769328129,0.00227592492991298
347,347,8,0.179298336467574,0.00223564007904619
348,348,8,0.18016503945821,0.00225306301662357
349,349,3,0.178718633606146,0.00222402835906057
350,350,2,0.177645009668856,0.00220235567990838
351,351,109,0.178187556100237,0.00221338739529465
352,352,8,0.183339465409273,0.00231626457936874
353,353,1,0.178933056629997,0.00222831710548114
354,354,36,0.182089494068764,0.00229121862442315
355,355,4,0.177212933544559,0.00219375618587134
356,356,1,0.183577816091794,0.00232104365477281
357,357,4,0.177947976713835,0.00220858953970309
358,358,4,0.177798555359629,0.00220558318647973
359,359,5,0.178117739665072,0.00221199141312525
360,360,33,0.180662389640122,0.00226298356555508
361,361,4,0.179303373724951,0.00223579588038281
362,362,5,0.179550994428374,0.00224068028651773
363,363,20,0.178442201239148,0.0022184851956094
364,364,2,0.177028834801358,0.00219002459630892
365,365,11,0.178297482765952,0.00221559045206168
366,366,7,0.182592322172375,0.00230151018120937
367,367,3,0.176901566342253,0.00218733489846778
368,368,7,0.177779754932319,0.00220519651349626
369,369,3,0.184876207770283,0.0023465946959117
370,370,2,0.181612004831551,0.00228197653326286
371,371,4,0.183118200794759,0.00231162800940453
372,372,3,0.181790956846175,0.00228548115546107
373,373,11,0.182548382286915,0.00230063406400506
374,374,12,0.178250832033686,0.00221464103604
375,375,5,0.17851248283281,0.00221980176576192
376,376,2,0.178016080960982,0.00220980602915458
377,377,6,0.176803337768756,0.00218523365465258
378,378,4,0.177134365543776,0.00219211005807614
379,379,4,0.179002170476789,0.00222961106115957
380,380,4,0.177208098831744,0.00219341162810613
381,381,9,0.183062077173643,0.00231070174891121
382,382,1,0.177866771879503,0.00220695542840861
383,383,4,0.179341677814127,0.00223653830114919
384,384,4,0.177430735911141,0.0021980940151907
385,385,4,0.1784364319573,0.00221840723935615
386,386,6,0.178383630404918,0.00221733343387832
387,387,1,0.180644238376063,0.00226263364838118
388,388,8,0.180910885602612,0.00226797482138042
389,389,4,0.17724503405737,0.00219443282657321
390,390,2,0.183332045264279,0.00231597500287961
391,391,4,0.178508656201754,0.00221970658517577
392,392,10,0.185845738099153,0.00236601126544581
393,393,13,0.180413192189824,0.00225797141029351
394,394,6,0.182164728579065,0.00229299779357064
395,395,12,0.17875101630947,0.00222472650598036
396,396,13,0.179186064793709,0.00223343811823993
397,397,38,0.179259985667756,0.00223487579021218
398,398,5,0.177258718063497,0.00219449364179393
399,399,1,0.183544760928451,0.00232016980452228
400,400,6,0.181197887522364,0.00227371476276275
401,401,5,0.177213761296501,0.00219355041805312
402,402,1,0.181868223406275,0.00228707317734563
403,403,3,0.17948629140723,0.00223936609035659
404,404,1,0.179774341238921,0.00224519669412752
405,405,6,0.178495402900887,0.00221944169255517
406,406,4,0.178179920414672,0.00221317291797066
407,407,11,0.17851116973037,0.00221985763954439
408,408,1,0.179067514387031,0.00223107145458338
409,409,16,0.177649785063106,0.00220258859762198
410,410,10,0.178070897533665,0.00221103598939248
411,411,17,0.185496780137993,0.00235907860239626
412,412,3,0.179054240680299,0.00223068095882001
413,413,9,0.178893202334343,0.00222743101802051
414,414,8,0.17776794226313,0.00220490251895984
415,415,3,0.179651781875996,0.00224248610372489
416,416,15,0.177919444172424,0.00220796734951033
417,417,6,0.179442508723189,0.00223836404098197
418,418,9,0.179219611756001,0.00223405827962503
419,419,24,0.177686977993303,0.00220322758473723
420,420,4,0.185601477895712,0.00236119638841018
421,421,5,0.183958159260094,0.00232866562177103
422,422,4,0.182724938898442,0.00230415425331964
423,423,12,0.17874556303275,0.00222456705460026
424,424,1,0.178296641382711,0.00221559079627092
425,425,3,0.178332174786094,0.00221631076664998
426,426,5,0.178910995097326,0.00222790247862725
427,427,18,0.180090928983551,0.00225158538470925
428,428,9,0.178757680307441,0.00222476313360412
429,429,5,0.177844147254288,0.00220645004182504
430,430,24,0.179044780698343,0.00223060971239695
431,431,10,0.179733480499854,0.0022443711542692
432,432,16,0.177328369043772,0.00219587914166545
433,433,10,0.17895228966308,0.00222866670222838
434,434,44,0.177126083707833,0.0021920425284401
435,435,4,0.178635973800509,0.00222232795186243
436,436,8,0.180363762505063,0.00225703374304332
437,437,13,0.177602049813736,0.00220146077793588
438,438,5,0.181995287318832,0.00228932157474916
439,439,3,0.176932140927935,0.00218792236178041
440,440,8,0.177392150519881,0.00219712075481089
441,441,4,0.178858919661609,0.00222676442426416
442,442,3,0.182122905251462,0.00229216525359977
443,443,4,0.182718114679163,0.0023040050705295
444,444,4,0.17849666298783,0.00221954171809894
445,445,4,0.187375727546698,0.00239616735481574
446,446,4,0.177656092467083,0.00220265331542469
447,447,44,0.180775599900189,0.00226527135323742
448,448,8,0.178427150799412,0.00221804498962738
449,449,23,0.178689658960823,0.0022234156173086
450,450,6,0.183371707112934,0.00231699303025338
451,451,4,0.182236272656361,0.00229429424997345
452,452,4,0.183967540723579,0.00232874064942663
453,453,26,0.178640032882152,0.00222243599058876
454,454,8,0.179093551035697,0.00223159774313279
455,455,24,0.178539635627355,0.00222026235481932
456,456,40,0.178411956538734,0.00221786916203532
457,457,4,0.177957594967623,0.00220870399353572
458,458,5,0.180380974920084,0.00225716343879438
459,459,4,0.176850133191472,0.00218607147756072
460,460,8,0.179759812890518,0.00224479857026555
461,461,7,0.177913143248355,0.00220778913453228
462,462,20,0.1828657106862,0.00230687556017344
463,463,7,0.179473150582895,0.00223912413063673
464,464,3,0.179344333517329,0.00223659537364767
465,465,1,0.177167796647775,0.00219276194533339
466,466,25,0.178336283108316,0.00221635629129879
467,467,2,0.182151976538975,0.00229261977686009
468,468,3,0.178622450621623,0.0022220134692459
469,469,30,0.184484888530958,0.00233909192989378
470,470,13,0.179448298207383,0.00223861065843386
471,471,9,0.177360033580985,0.00219673171499006
472,472,5,0.178931356953451,0.00222833819483713
473,473,8,0.185896374697909,0.00236701996657598
474,474,14,0.180853477022444,0.00226674388037117
475,475,8,0.179593795465574,0.00224154335277381
476,476,12,0.177577258079841,0.00220084961445491
477,477,30,0.178401269322969,0.0022176591555192
478,478,10,0.178570441054108,0.00222107888746737
479,479,7,0.178922033390573,0.00222813991876185
480,480,11,0.178374817470727,0.00221714476144927
481,481,6,0.178390812082538,0.00221732256047846
482,482,7,0.18379584537894,0.00232535697363814
483,483,3,0.177079884313524,0.00219091037308298
484,484,20,0.176985061532434,0.00218889933589558
485,485,4,0.185107889306506,0.00235117783384401
486,486,5,0.183498420081622,0.00231949345486664
487,487,14,0.178042867402463,0.00221048725169256
488,488,16,0.184815891220643,0.00234565748560539
489,489,1,0.185598692219863,0.00236117560753679
490,490,1,0.177460670890059,0.00219878241708042
491,491,11,0.178786956829499,0.00222540199374898
492,492,4,0.17863716987204,0.0022224397147787
493,493,27,0.178464658269948,0.00221876232806503
494,494,14,0.17783950822454,0.00220640438565066
495,495,4,0.177562462555332,0.00220065156898836
496,496,6,0.179414275552377,0.00223803215489057
497,497,3,0.177769740064759,0.002204978485427
498,498,7,0.179805208463225,0.00224586146904229
499,499,14,0.18003978851982,0.00225044753902696
500,500,5,0.183406671424896,0.00231766240926753
501,501,4,0.18048998730293,0.00225956333175888
502,502,4,0.178327422397757,0.00221621828750004
503,503,4,0.180731532124273,0.00226430884372695
504,504,10,0.185338963148634,0.00235568211335265
505,505,2,0.179259420672696,0.00223481060780431
506,506,6,0.18255218017257,0.00230071019431517
507,507,31,0.178172068029178,0.00221296880072012
508,508,3,0.17829338636586,0.00221545161095135
509,509,5,0.18249900671576,0.00229963812701209
510,510,4,0.181782028280763,0.002285345494679
511,511,6,0.178026413799036,0.00221013613208786
512,512,4,0.178592070415314,0.00222153432489324
513,513,5,0.178309232589317,0.00221565791352231
514,514,19,0.178162486157033,0.0022128470218733
515,515,19,0.180532005524504,0.00226040494347755
516,516,4,0.186566873525494,0.00238028928775109
517,517,22,0.180857166476915,0.00226690013152233
518,518,8,0.18575144655297,0.00236385514601779
519,519,5,0.179060144691913,0.00223083912538566
520,520,5,0.177100232913253,0.00219150806759735
521,521,9,0.179381510463002,0.00223734261829926
522,522,13,0.178101054505967,0.00221163478827821
523,523,3,0.178549267121693,0.00222053377616977
524,524,8,0.178372660472033,0.00221711951709951
525,525,31,0.179221599553423,0.00223411054833879
526,526,14,0.178521412161028,0.00222002911657163
527,527,5,0.183326358431248,0.00231608875431759
528,528,14,0.178482032784646,0.00221932443031203
529,529,4,0.186308245827223,0.00237515220489351
530,530,1,0.184818544845994,0.00234572591453792
531,531,18,0.177500963256885,0.00219948171676939
532,532,8,0.182759840046644,0.00230483140072137
533,533,5,0.17917914381431,0.0022332383774367
534,534,24,0.178678830813598,0.00222310271853246
535,535,9,0.177877619723321,0.00220714758645633
536,536,4,0.183328194698486,0.00231576508993698
537,537,8,0.178472565012471,0.00221913174507382
538,538,8,0.178087837263386,0.00221134913502638
539,539,5,0.179986269945409,0.00224938372960976
540,540,10,0.180580574952072,0.00226134567250749
541,541,8,0.177438071804717,0.00219808482529694
542,542,5,0.178655494287053,0.00222273798820675
543,543,6,0.179132322458107,0.00223225926725045
544,544,6,0.177823654599235,0.00220608495959275
545,545,35,0.177963167347846,0.00220888032854507
546,546,1,0.185361716023358,0.00235597138699152
547,547,26,0.180147842950055,0.00225269370622217
548,548,8,0.180189739858533,0.00225327633785251
549,549,2,0.179171098136975,0.00223315250276886
550,550,8,0.178256187107149,0.00221470916097851
551,551,8,0.18344522850531,0.00231828947716174
552,552,5,0.178196126989685,0.00221344717743362
553,553,10,0.181570104149209,0.00228110860228834
554,554,1,0.180938911044703,0.00226853204142847
555,555,13,0.177583051682481,0.00220099092307866
556,556,6,0.179141063710516,0.00223247972964598
557,557,4,0.177994903188888,0.00220948755434648
558,558,10,0.177792287029983,0.00220545716046025
559,559,4,0.176904737207135,0.00218724742581667
560,560,4,0.179185992783473,0.00223342951418507
561,561,1,0.177179207811205,0.00219286344495358
562,562,20,0.179169845600376,0.00223300539199119
563,563,45,0.17842869668671,0.00221819232689535
564,564,4,0.183368529927294,0.00231692129493147
565,565,13,0.179352432286338,0.00223662206101492
566,566,11,0.177784349859843,0.00220529295456
567,567,10,0.179170572652327,0.00223308479174665
568,568,4,0.18003224766191,0.00225013863513589
569,569,4,0.177505695439549,0.0021996799857252
570,570,9,0.177827659525465,0.00220616791854228
571,571,11,0.184036459036487,0.00233004526130689
572,572,9,0.18504338474546,0.00234998877410324
573,573,19,0.178659410752029,0.00222272410090605
574,574,16,0.185802497728652,0.0023648755345502
575,575,15,0.178214629390026,0.00221385060445016
576,576,15,0.183014210364336,0.00230973674988255
577,577,6,0.177518793002035,0.00219994563790957
578,578,30,0.177132136263598,0.00219214180262702
579,579,4,0.17860566940061,0.00222178165304344
580,580,7,0.178707035893902,0.00222372451814091
581,581,9,0.178177725361658,0.0022131145189212
582,582,1,0.180064251113303,0.00225085098719372
583,583,1,0.176854078518532,0.0021865528983504
584,584,27,0.182036668859491,0.00229042772482207
585,585,5,0.177143338359484,0.00219237961191839
586,586,5,0.185957692225703,0.00236825707942858
587,587,3,0.178678413768399,0.00222326471517103
588,588,12,0.182293233744047,0.00229555804113815
589,589,4,0.178052214173619,0.00221052534067093
590,590,4,0.17791713345159,0.0022078974369016
591,591,1,0.184372471669224,0.00233670272109915
592,592,4,0.179128557112978,0.00223223752863634
593,593,1,0.177303094320759,0.00219560709981506
594,594,3,0.177882457585498,0.00220723681266619
595,595,7,0.176956311829116,0.00218858097308715
596,596,5,0.180246042867415,0.00225443783849685
597,597,24,0.184796967857982,0.00234492571821515
598,598,1,0.177566407216925,0.00220075068016464
599,599,4,0.17902805819631,0.00223028133120746
600,600,1,0.177313565427246,0.00219581918230683
601,601,5,0.185853514219243,0.00236589491926447
602,602,6,0.178911876597716,0.00222790847245889
603,603,4,0.17688337645341,0.00218710815607292
