X,Y,OBJECTID,ID_MA98,AG_MG_KG,AS_MG_KG,BA_MG_KG,BE_MG_KG,CD_MG_KG,CR_MG_KG,CU_MG_KG,HG_MG_KG,MN_MG_KG,MO_MG_KG,NI_MG_KG,PB_MG_KG,SB_MG_KG,SE_MG_KG,ZN_MG_KG,ID_UFSCL,FDOTID_UF,LAB_NUM_UF,DATE_UF,COUNTY_UF,SOIL_ORDER,SO_SER_UF,SOIL_TY_UF,HORIZON_UF,PARENT_UF,LATITUDE,LONGITUDE,ALBERS_X,ALBERS_Y
611474.204999998,404666.1928,279,3971,0.37,4.23,13.7,0.500,0.12,9.6,9.1,4.7,45.100,0.5,9,4.25,0.150,0.1,11.7,S25_006,3971,3971,1979/02/05 00:00:00+00,Hardee,ULTS,Cadillac Fine Sand,"Grossarenic Paleudalfs, loamy, siliceous, active, hyperthermic.",Ap,Sandy and loamy marine or aeolian deposits.,27.63107,-81.852626,611473.76,404666.28
609135.299600001,319702.911,280,4532,0.98,0.16,59.3,0.220,0.08,18.7,6.2,17,9.200,4.83,7.1,7.88,1.400,2.32,3.8,S08_008,4523,4523,1980/05/05 00:00:00+00,Charlotte,ALFS,Bradenton Sand,"Typic Endoaqualfs, coarse-loamy, siliceous, superactive, hyperthermic.",A,Thick beds of sandy and loamy marine sediment.,26.866372,-81.891123,609134.93,319702.9
593700.640799999,448287.7606,281,5101,0.39,1.56,13,0.570,0.07,5.1,4.4,3.5,18.300,0.66,7.6,7.08,0.150,0.08,7.8,S53_010,5101,5101,1981/12/15 00:00:00+00,Polk,ALFS,BRADENTON FINE SAND,"Typic Endoaqualfs, coarse-loamy, siliceous, superactive, hyperthermic.",Ap,Sandy and loamy marine sediments.,28.02649,-82.025984,593700,448287.95
571436.6587,544642.277,282,5331,0.43,0.72,7.8,0.690,0.01,9.8,1.1,4.8,5.900,1.6,11.6,2.57,0.290,0.04,2.9,S60_003,5331,5331,1982/05/25 00:00:00+00,Sumter,ODS,EAUGALLIE FINE SAND,"Alfic Alaquods, sandy, siliceous, hyperthermic.",A,Sandy materials underlain by loamy sediments.,28.897052,-82.238817,571436.54,544642.34
557037.005600002,522113.0254,283,5375,0.57,0.02,16.7,0.970,0.004,33.7,1.3,5,32.100,0.9,11.1,7.63,0.150,0.11,8.4,S09_024,5375,5375,1982/06/08 00:00:00+00,Citrus,ALFS,MICANOPY UDULTS VARIANT LOAMY FINE SAND,"Aquic Paleudults, very fine, smectitic, superactive, hyperthermic",Ap,"Loamy and clayey marine sediments; upland coastal plain.",28.695973,-82.38975,557036.94,522113.06
755498.792399999,240317.7019,284,308,1.02,3.78,92.6,0.140,0.02,9.2,3.2,172.2,53.400,3.66,7.4,3.44,1.000,2.42,6.4,S06_014,308,308,1972/08/19 00:00:00+00,Broward,ISTS,LAUDERHILL MUCK,"Lithic Haplosaprists, euic, hyperthermic.",Oa1,Hydrophytic plants.,26.121071,-80.438985,755498.66,240317.75
558940.832600001,498440.8854,285,1649,0.37,0.02,7.6,0.290,0.04,2.1,1.8,36.2,7.000,0.41,5.7,2.72,NA,0.08,4,S27_018,1649,1649,1975/01/08 00:00:00+00,Hernando,ODS,Pomona Fine Sand,"Ultic Alaquods, sandy, siliceous, hyperthermic.",A,Sandy and loamy marine sediments.,28.48261,-82.373432,558940.8,498440.89
554733.023800001,487203.0767,286,3567,0.34,2.47,7,0.310,0,6.9,2.7,2.4,6.400,0.57,6.8,0,0.300,0.08,6.8,S51_023,3567,3567,1978/04/12 00:00:00+00,Pasco,ODS,SMYRNA FINE SAND,"Aeric Alaquods, sandy, siliceous, hyperthermic",A1,Sandy marine sediments.,28.381922,-82.417965,554732.92,487203.14
637643.149999999,396569.7003,287,4377,0.32,0.25,27.9,0.780,0.01,11.2,2.5,3.9,19.200,0.8,7,5.58,0.150,0.06,5,S25_016,4377,4377,1980/01/23 00:00:00+00,Hardee,ALFS,BRADENTON LOAMY FINE SAND,"Typic Endoaqualfs, coarse-loamy, siliceous, superactive, hyperthermic.",A,Loamy marine sediments.,27.553817,-81.588569,637642.71,396569.8
785985.865899999,235209.7309,288,4640,0.41,2.04,33.9,0.010,0.31,21.8,46.2,31.1,323.000,1.55,2.8,108.6,0.500,1.19,6.8,S06_016,4640,4640,1980/06/10 00:00:00+00,Broward,ENTS,PENNSUCO MARL,"Typic Fluvaquents, coarse-silty, carbonatic, hyperthermic.",Lkp,"Calcareous, loamy marine sediments.",26.066795,-80.135392,785985.71,235209.79
719197.307399999,460904.6813,289,810,1.18,1.44,35.2,0.060,0.16,5.1,3,14.5,9.800,5.8,3.4,16.22,0.800,0.46,9.6,S05_014,810,810,1967/05/24 00:00:00+00,Brevard,ISTS,BRIGHTON MUCKY PEAT,"Typic Haplohemists, euic, hyperthermic.",Oe1,Hydrophytic fibrous nonwoody plant remains.,28.116113,-80.744115,719196.95,460904.84
662085.9672,469018.6035,290,1320,0.9,0.92,38.4,0.050,0.007,14.4,2.4,89.6,16.100,5.98,21.6,3.92,NA,0.58,6.8,S49_015,1320,1320,1974/04/16 00:00:00+00,Osceola,ALFS,RIVIERA LOAMY FINE SAND,"Arenic Glossaqualfs, loamy, siliceous, active, hyperthermic.",A,Stratified unconsolidated marine sands and sandy clay loam.,28.20152,-81.324667,662085.58,469018.81
762529.0605,356331.1024,291,2537,0.16,0.03,3.7,0.100,0.004,0.2,0.3,2.3,4.200,0.04,6.7,0.75,NA,0.08,1,S43_001,2537,2537,1976/03/16 00:00:00+00,Martin,ODS,NETTLES SAND,"ALFIC ARENIC ALAQUODS, SANDY, SILICEOUS, HYPERTHERMIC, ORTSTEIN",A,"Sandy marine sediments over loamy materials; flatwoods.",27.163839,-80.334068,762528.76,356331.23
585021.5438,476912.3349,292,4169,0.3,1.74,9.7,0.340,0.06,9.3,1.7,2.1,6.600,0.95,16.5,3.4,0.150,0.07,6.3,S51_035,4169,4169,1979/04/24 00:00:00+00,Pasco,ODS,IMMOKALEE FINE SAND,"Arenic Alaquods, sandy, siliceous, hyperthermic.",A1,Thick beds of marine sands.,28.28543,-82.109945,585021.22,476912.41
642816.925299998,298344.1585,293,4457,0.27,0.08,8.3,0.100,0.004,45.3,3.4,2.8,6.600,2.03,13.2,2,0.150,0.21,2,S26_006,4457,4457,1980/03/27 00:00:00+00,Hendry,ALFS,"KANAPAHA FINE SAND, LIMESTONE SUBSTRATUM","Grossarenic Paleaquults, loamy, siliceous, semiactive, hyperthermic",A,Sandy and loamy marine sediments over limestone.,26.668414,-81.555835,642816.57,298344.16
193154.751600001,725784.261,294,5158,0.46,0.03,8.4,0.570,0.004,2.8,1,0,61.500,0.44,6.6,3.65,0.150,0.08,3.8,S66_040,5158,5158,1982/01/13 00:00:00+00,Walton,ODS,CENTENARY SAND,"Grossarenic Alorthods, sandy, siliceous, thermic.",A,Sandy marine sediments.,30.523418,-86.157428,193154.64,725784.65
512951.506900001,611450.2553,295,6679,0.35,1.76,10.7,0.300,0.21,8.9,1.2,2.4,47.000,0.78,8.1,2.45,0.150,0.1,4.5,S38_005,6679,6679,1985/08/05 00:00:00+00,Levy,ALFS,OTELA FINE SAND,"Grossarenic Paleudalfs, loamy, siliceous, semiactive, thermic.",Ap,Sandy and loamy marine deposits over limestone,29.50491,-82.833102,512951.25,611450.46
289240.489799999,747766.4722,296,1454,0.48,0.68,15.6,0.780,0.004,7.4,2.6,8.8,NA,0.65,8.3,5.79,NA,0.04,6.7,S32_016,1454,1454,1974/07/31 00:00:00+00,Jackson,ULTS,BLANTON LOAMY SAND,"Grossarenic Paleudults, loamy, siliceous, semiactive, thermic.",A,Unconsolidated sandy and loamy marine deposits.,30.733143,-85.157476,289240.32,747766.77
649343.1756,304918.2092,297,4424,0.34,0.1,7.6,0.270,0.01,5.8,5.5,2.4,4.000,0.83,6.1,1.57,0.300,0.09,1.9,S26_001,4424,4424,1980/03/24 00:00:00+00,Hendry,ALFS,BOCA SAND,"Arenic Endoaqualfs, loamy, siliceous, superactive, hyperthermic.",Ap,Sandy and loamy marine sediments over limestone.,26.726439,-81.488813,649342.86,304918.17
620755.674800001,438723.4319,298,5093,0.33,0.13,5.1,0.220,0.004,0.9,7.2,4.3,4.400,0.29,6.9,3.14,0.150,0.17,2.5,S53_009,5093,5093,1981/12/14 00:00:00+00,Polk,ODS,IMMOKALEE SAND,"Arenic Alaquods, sandy, siliceous, hyperthermic.",Ap,Sandy marine sediments.,27.936211,-81.752097,620755.04,438723.67
590466.9789,550793.9102,299,5926,0.46,0.03,34.1,1.020,0.06,15.4,2.7,1.7,42.400,1.29,8.2,5.89,0.150,0.08,11,S60_016,5926,5926,1984/02/13 00:00:00+00,Sumter,ULTS,ARREDONDO SAND,"Grossarenic Paleudults, loamy, siliceous, semiactive, hyperthermic.",Ap,Sandy and loamy marine deposits.,28.949858,-82.042345,590466.81,550794.09
680555.183800001,467249.89,300,656,0.45,0.23,5.5,0.270,0.02,8.7,0.1,100.2,6.800,2.03,3.1,9.66,0.400,0.08,4.5,S49_010,656,656,1973/07/09 00:00:00+00,Osceola,ODS,MYAKKA FINE SAND,"Aeric Alaquods, sandy, siliceous, hyperthermic.",A,"Sandy marine, aeolian, or fluvial sands.",28.181863,-81.13662,680554.79,467250.03
365157.3935,724956.7511,301,2299,0.3,0.46,0,NA,0.26,0,0,1.6,NA,0,0,7.96,NA,0.07,5.6,S37_007,2299,2299,1978/09/18 00:00:00+00,Leon,ULTS,BLANTON FINE SAND,"GROSSARENIC PALEUDULTS, LOAMY, SILICEOUS, SEMIACTIVE, THERMIC",Ap,0,30.531802,-84.363425,365157.32,724956.96
260202.616999999,769136.0136,302,2835,0.51,0.38,13.8,0.010,0.01,19.5,2.3,6.1,22.000,1.19,27.2,7.91,NA,0.02,9.2,S32_040,2835,2835,1976/08/19 00:00:00+00,Jackson,ULTS,LEEFIELD LOAMY SAND,"ARENIC PLINTHAQUIC PALEUDULTS, LOAMY, SILICEOUS, SUBACTIVE, THERMIC",Ap,Unconsolidated sandy and loamy marine deposits.,30.922962,-85.463556,260202.48,769136.17
655569.9804,652832.4147,303,3820,0.35,0.09,8.6,0.450,0.004,0.5,1,2.7,7.700,0.1,7,6.26,0.150,0.1,2.9,S55_028,3820,3820,1978/10/17 00:00:00+00,St. Johns,ODS,IMMOKALEE FINE SAND,"Arenic Alaquods, sandy, siliceous, hyperthermic.",A,Marine sands.,29.857728,-81.350856,655569.71,652832.56
528784.762400001,545839.4081,304,5086,0.5,0.64,35.2,0.930,0.22,62.8,12.6,4.7,69.800,1.55,15.2,12.9,0.150,0.61,12.5,S09_021,5086,5086,1981/11/23 00:00:00+00,Citrus,ISTS,Homosassa Coarse-loamy Variant Mucky Fine Sandy Loam,"Typic Sulfaquents, coarse-loamy, siliceous, hyperthermic.",A1,Sandy and clayey marine sediment.,28.912635,-82.676813,528784.62,545839.53
581844.090700001,539757.1106,305,5680,0.47,0.13,7.2,NA,0.004,8.3,0.8,2.3,9.800,1.47,11.4,2.22,0.340,0.08,3.4,S60_010,5680,5680,1983/02/22 00:00:00+00,Sumter,ODS,MYAKKA SAND,"Aeric Alaquods, sandy, siliceous, hyperthermic",A,Sandy marine deposits,28.851688,-82.132676,581843.99,539757.22
650716.170200001,435659.2914,306,5881,0.6,0.32,1.6,0.010,0.004,6.6,0.5,2,11.400,1.77,10.2,1.47,0.250,0.09,2.5,S53_023,5881,5881,1983/12/07 00:00:00+00,Polk,ENTS,ARCHBOLD SAND,"Typic Quartzipsamments, hyperthermic, uncoated.",A,Sandy marine sediments,27.903374,-81.447742,650715.66,435659.57
631743.982799999,338632.2729,307,4570,0.33,0.13,9.9,1.030,0.004,9.5,1.2,3.4,9.400,1.09,7.8,3.75,0.150,0.1,2.7,S08_010,4542,4542,1980/05/06 00:00:00+00,Charlotte,ISTS,TERRA CEIA MUCK,"Typic Haplosaprists, euic, hyperthermic.",Oa1,Thick deposits of nonwoody fibrous hydrophytic plant remains and loamy marine sediments.,27.033165,-81.659571,631743.6,338632.28
686613.649599999,538863.3465,308,1713,0.45,0.48,71,0.890,0.03,12.3,2.3,10.9,27.000,1.06,6.3,10.59,NA,0.33,3.7,S64_022,1713,1713,1975/01/22 00:00:00+00,Volusia,OLLS,CHOBEE FINE SANDY LOAM,"Typic Argiaquolls, fine-loamy, siliceous, superactive, hyperthermic.",A1,Clayey alluvium on river flood plains.,28.825244,-81.057371,686613.36,538863.53
386145.7487,697354.9133,309,3289,0.39,2.38,22,0.230,0.004,3.1,0.7,4.3,8.600,0.74,0.7,30.17,0.150,0.08,3.7,S37_020,3289,3289,1977/10/19 00:00:00+00,Leon,ODS,CHAIRES FINE SAND,"ALFIC  ALAQUODS, SANDY, SILICEOUS, THERMIC",Ap,0,30.283482,-84.144171,386145.64,697355.12
614959.440000001,399254.1718,310,4390,0.37,0.62,14,0.540,0.25,22.2,34.6,3.4,85.500,1.24,24,6.82,0.150,0.05,20.4,S25_018,4390,4390,1980/01/24 00:00:00+00,Hardee,ENTS,TAVARES FINE SAND,"Typic Quartzipsamments, hyperthermic, uncoated.",Ap,0,27.581791,-81.818215,614958.93,399254.21
598456.02,539238.1864,311,5345,0.49,0.47,9,0.330,0.004,3.2,3.3,2.7,29.100,1.08,7.4,3.61,0.150,0.08,3.3,S60_005,5345,5345,1982/05/26 00:00:00+00,Sumter,ENTS,CANDLER SAND,"Lamellic Quartzipsamments, hyperthermic, uncoated.",Ap,Thick beds of aeolian or marine deposits of coarse textured materials.,28.844648,-81.962209,598455.89,539238.34
466184.0495,653546.1465,312,7859,0.5,0.08,3.8,0.150,0.004,3.5,1.5,7.5,2.400,1.39,6.7,1.73,0.230,0.04,1.5,S34_001,7859,7859,1989/04/11 00:00:00+00,Lafayette,ODS,Chaires fine sand,"Alfic Alaquods, sandy, siliceous, thermic.",Ap,Marine deposit,29.887229,-83.313822,466183.85,653546.48
398072.0814,691267.1247,313,5519,0.32,3.97,14,0.310,0.27,17.9,1.9,8.6,13.600,0.97,14.2,5.56,0.150,0.03,2.1,S33_037,5519,5519,1982/11/17 00:00:00+00,Jefferson,ALFS,NUTALL FINE SAND,"Mollic Albaqualfs, fine-loamy, siliceous, superactive, hyperthermic",A,Sandy and loamy marine sediments.,30.228704,-84.020053,398071.95,691267.38
605048.6384,739753.2027,314,6476,0.39,2.06,12.6,0.500,0.004,4.9,0.8,6.9,36.000,0.56,6.4,4.67,0.150,0.03,3.1,S45_016,6479,6479,1985/05/01 00:00:00+00,Nassau,ODS,CHAIRES FINE SAND,"Alfic Alaquods, sandy, siliceous, thermic",A,0,30.649564,-81.85878,605048.58,739753.4
526140.840700001,565072.0815,315,6919,0.62,5,16.6,1.700,0.12,98.5,2.5,5,294.000,2.1,11,17.54,0.150,0.08,9.8,S38_017,6925,6925,1986/03/31 00:00:00+00,Levy,ALFS,WEKIVA FINE SAND,"AERIC ENDOAQUALFS, LOAMY, SILICEOUS,  ACTIVE, THERMIC, SHALLOW",A,Sandy sediments over marine clay.,29.08607,-82.701896,526140.65,565072.24
753411.669500001,306616.1551,316,56,0.82,2.8,83.6,0.160,0.06,8.8,34.2,76.3,117.400,3.28,5.4,7.5,1.200,1.08,33,S50_003,56,56,1971/01/28 00:00:00+00,Palm Beach,ISTS,Everglades Muck,"Typic Haplohemists, euic, hyperthermic.",Oap,Non-woody fresh water plant remains.,26.718659,-80.440717,753411.5,306616.33
565395.285999998,488759.8743,317,3371,0.44,3.4,11.7,0.910,0.07,14.2,12.5,3.1,39.600,0.75,0.8,28.14,0.150,0.07,19.1,S51_014,3371,3371,1977/10/27 00:00:00+00,Pasco,ULTS,"Kendrick Fine Sand, Moderately Wet","Arenic Paleudults, loamy, siliceous, semiactive, hyperthermic.",Ap,Loamy marine sediments.,28.394664,-82.308745,565395.24,488759.87
538726.031100001,529352.3949,318,4968,0.38,0.66,12.1,0.320,0.004,11.8,2.4,7.7,13.100,0.96,10.1,3.03,0.150,0.01,2.3,S09_012,4968,4968,1981/06/08 00:00:00+00,Citrus,ENTS,TAVARES FINE SAND,"Typic Quartzipsamments, hyperthermic, uncoated.",A,Sandy marine sediments.,28.763185,-82.576636,538725.92,529352.52
547449.216800001,534121.9439,319,5389,0.39,0.61,18.6,0.620,0.18,8.3,1.9,5.1,21.600,0.45,8.8,131.9,1.100,0.04,4.4,S09_026,5389,5389,1982/06/09 00:00:00+00,Citrus,ULTS,SPARR FINE SAND,"Aquic Grossarenic Paleudults, loamy, siliceous, subactive, hyperthermic",Ap,Sandy and loamy marine sediments.,28.805195,-82.486542,547449.1,534122.01
398142.8444,691264.6716,320,5524,0.3,0.12,10.7,0.260,0.004,11.2,1.4,9.8,8.800,0.67,11.6,3.36,0.150,0.07,1.9,S33_038,5524,5524,1982/11/17 00:00:00+00,Jefferson,ALFS,TOOLES FINE SAND,"Arenic Albaqualfs, loamy, siliceous, superactive, hyperthermic",A,Sandy and loamy marine sediments.,30.228682,-84.019317,398142.72,691264.94
617348.5933,667500.2677,321,5845,0.29,0.38,4.3,0.650,0.004,24.7,1.3,2.8,21.500,0.75,20.4,5.67,0.150,0.08,2.9,S10_004,5845,5845,1983/10/20 00:00:00+00,Clay,ENTS,ORTEGA FINE SAND,"Typic Quartzipsamments, thermic, uncoated",A,Sandy marine deposits.,29.996679,-81.744168,617348.35,667500.46
640879.286800001,433558.1381,322,5877,0.35,0.12,7.3,0.400,0.004,11.5,28.6,1.9,44.700,0.63,11.5,7.19,0.150,0.01,10.7,S53_022,5877,5877,1983/12/07 00:00:00+00,Polk,ENTS,CANDLER SAND,"Lamellic Quartzipsamments, hyperthermic, uncoated.",Ap,"Sandy marine sediments;",27.886255,-81.548279,640878.73,433558.35
678732.5693,356922.262,323,6010,0.31,0.16,8.8,0.460,0.004,3.8,3.5,3.4,4.800,0.73,7.3,2.42,0.150,0.08,5.1,S28_011,6010,6010,1984/05/08 00:00:00+00,Highlands,ALFS,Malabar Fine Sand,"Grossarenic Endoqualfs, loamy, siliceous, active, hyperthermic.",Ap,Marine sediments.,27.189002,-81.180952,678732.18,356922.27
565697.623599999,655061.7468,324,6925,0.38,4.3,8.9,0.600,0.004,27.8,2.2,4.3,20.400,1,9,4.99,0.250,0.15,5.1,S04_009,6986,6986,1986/05/12 00:00:00+00,Bradford,ODS,Mascotte Sand,"Ultic Alaquods, sandy over loamy, siliceous, active, hyperthermic",Ap,0,29.892142,-82.281964,565697.48,655062.04
761727.870700002,130390.8033,325,7667,1.5,0.2,14.2,0.100,0.22,5.2,10,15.7,97.400,2,6,70.54,0.600,0.32,16,S44_003,7667,7667,,Bradford,OLLS,Pennekamp Gravelly Muck,"Lithic Haprendolls, loamy-skeletal, carbonatic, isohyperthermic.",Oa,Residuum from limestone material.,25.128976,-80.40868,761728.08,130390.69
279547.981800001,760690.4181,326,2810,0.66,1.96,14.4,2.320,0.19,65.7,7.5,9.1,NA,1.8,22.5,19.34,0.030,0.64,27.3,S32_036,2810,2810,1976/08/16 00:00:00+00,Jackson,ALFS,STEENS SANDY LOAM,"Aeric Endoaqualfs, fine-loamy, siliceous, active, thermic.",A,Unconsolidated clayey and loamy marine and fluvial deposits.,30.848766,-85.260139,279547.82,760690.62
559329.8928,527083.0875,327,5369,0.57,0.3,75.8,0.150,0.59,34.9,3.4,5.6,25.900,2.2,16.9,7.42,0.740,0.11,7.4,S09_023,5369,5369,1982/06/08 00:00:00+00,Citrus,ULTS,KENDRICK FINE SAND,"Arenic Paleudults, loamy, siliceous, semiactive, hyperthermic.",Ap,Sandy and loamy marine sediments,28.740451,-82.365566,559329.81,527083.09
467665.9384,721779.393,328,5726,0.6,0.18,87.3,1.100,0,21.5,3,7.3,59.200,1.39,13.5,0,0.300,0,11.3,S40_003,5726,5726,1983/04/13 00:00:00+00,Madison,ENTS,ALAGA LOAMY SAND,"Typic Quartzipsamments, thermic, coated.",Ap,"Loamy sands and sands;",30.501889,-83.29441,467665.86,721779.64
505181.817699999,636295.3788,329,7143,0.56,6.3,10.4,0.400,0.004,8.4,1.8,6.3,25.500,0.4,7,4.59,0.150,0.06,3.7,S21_002,7143,7143,1986/07/14 00:00:00+00,Gilchrist,ALFS,Blanton fine sand,"Grossarenic Paleudults, loamy, siliceous, semiactive, thermic",Ap,Sandy and loamy marine deposits over limestone.,29.729317,-82.911099,505181.69,636295.7
543483.343600001,686818.9659,330,4395,0.29,0.62,10.4,0.650,0.004,6.2,1.3,3.2,6.300,0.97,7.7,2.68,0.150,0.05,2.6,S12_014,4395,4395,1980/02/19 00:00:00+00,Columbia,ODS,SAPELO FINE SAND,"Ultic Alaquods, sandy, siliceous, thermic.",Ap,Sandy and loamy marine sediments.,30.180811,-82.508286,543483.25,686819.25
649592.865400001,305877.9007,331,4428,0.24,0.03,5.5,0.040,0.004,35.7,4.2,3.6,4.600,1.46,10,2.08,0.150,0.08,1.5,S26_002,4428,4428,1980/03/25 00:00:00+00,Hendry,ODS,OLDSMAR SAND,"Alfic Arenic Alaquods, sandy, siliceous, hyperthermic.",Ap,Sandy and loamy marine sediments.,26.735036,-81.486102,649592.5,305877.84
653524.968899999,295496.6225,332,4444,0.29,0.16,9.1,0.220,0.004,6.9,1.9,2.8,10.300,1.21,6.7,2.71,0.150,0.04,4.6,S26_004,4444,4444,1980/03/26 00:00:00+00,Hendry,ALFS,"PINEDA FINE SAND, LIMESTONE SUBSTRATUM","Arenic Glossaqualfs, loamy, siliceous, hyperthermic.",Ap,Sandy and marine sediments over limestone.,26.640815,-81.448672,653524.59,295496.59
609390.557799999,450771.3848,333,5110,0.64,0.03,18.2,1.890,0.15,51.2,4.2,9.6,24.700,2.14,19,14.55,0.150,0.49,10.1,S53_011,5110,5110,1981/12/12 00:00:00+00,Polk,OLLS,NITTAW SANDY CLAY LOAM,"Typic Argiaquolls, fine, smectitic, superactive, hyperthermic.",A,Fine marine sediments.,28.046498,-81.865679,609389.97,450771.63
650957.669300001,428058.4908,334,5873,0.46,0.17,5.3,1.160,0.004,6,1.4,5.4,61.500,0.7,8.8,3.85,0.150,0.08,5.4,S53_021,5873,5873,1983/12/06 00:00:00+00,Polk,ENTS,ASTATULA SAND,"Typic Quartzipsamments, hyperthermic, uncoated.",A,"Sandy marine sediments;",27.834901,-81.446886,650957.15,428058.75
94628.2336000018,732913.6557,335,2885,1.3,11.54,48.8,2.640,0.12,58.6,12.8,16,85.600,10,22,24.98,NA,0.06,51,S57_045,2885,2885,1976/10/20 00:00:00+00,Santa Rosa,ENTS,BOHICKET CLAY,"TYPIC SULFAQUENTS, FINE, MIXED, SUPERACTIVE, NONACID, THERMIC",A,Hydrophytic plant materials and stratified marine sediments.,30.568414,-87.186611,94628.21,732914.18
661682.890799999,404202.0836,336,6357,0.34,0.32,8.2,0.300,0.004,3.6,0.6,2.2,4.700,0.87,6.2,1.2,0.150,0.08,1.7,S28_019,6357,6357,1985/02/12 00:00:00+00,Highlands,ODS,EAUGALLIE FINE SAND,"Alfic Alaquods, sandy, siliceous, hyperthermic",A,Marine sands,27.618084,-81.343034,661682.46,404202.16
535354.989999998,687022.9995,337,4417,0.34,0.28,16.9,0.710,0.02,7.3,2.9,4.9,8.400,1.23,6.9,16.52,0.150,0.08,11.8,S12_017,4417,4417,1980/02/19 00:00:00+00,Columbia,ODS,LEON FINE SAND,"Aeric  Alaquods, sandy, siliceous, thermic.",Ap,Sandy marine sediments.,30.18351,-82.59276,535354.86,687023.24
625452.698100001,359628.0861,338,6384,0.29,0.2,3.9,0.200,0.004,2.7,2,2.8,2.800,0.58,6.3,1.4,0.150,0.04,1.9,S14_012,6384,6384,1985/02/25 00:00:00+00,DeSoto,ODS,SMYRNA FINE SAND,"AERIC  ALAQUODS, SANDY, SILICEOUS, HYPERTHERMIC",A,Sandy marine sediments,27.223287,-81.719172,625452.27,359628.17
535615.843800001,592205.0296,339,7077,0.47,2.8,18.7,0.400,0.09,6.1,0.9,2.8,14.300,0.9,9,6.58,0.200,0.04,3.7,S38_020,7077,7077,1986/05/28 00:00:00+00,Levy,ULTS,MILLHOPPER FINE SAND,"Grossarenic Paleudults, loamy, siliceous, semiactive, hyperthermic,",Ap1,Sandy and loamy marine sediments,29.32947,-82.601231,535615.61,592205.24
595966.440699998,360831.2518,340,6408,0.43,2.15,67.2,1.000,0.16,37.9,7.1,5.6,30.700,1.72,10.1,19.67,0.150,0.41,11.1,S14_016,6408,6408,1985/02/27 00:00:00+00,DeSoto,OLLS,Bluff Muck,"TYPIC ENDOAQUOLLS, FINE-LOAMY, SILICEOUS,  SUPERACTIVE,  HYPERTHERMIC",Oa,Loamy marine sediments,27.238711,-82.017223,595966.16,360831.22
533261.633000001,588244.6529,341,6441,0.29,0.12,4.2,0.100,0.004,2.6,0.7,3.2,4.100,0.22,6.9,2.63,0.150,0.04,1.9,S38_002,6441,6441,1985/04/23 00:00:00+00,Levy,ODS,SMYRNA FINE SAND,"Aeric Alaquods, sandy, siliceous, hyperthermic.",A,0,29.294044,-82.625966,533261.43,588244.81
531464.216899998,603471.9396,342,7071,0.46,1.9,10.4,0.600,0.004,9.2,1.6,1.9,26.300,0.9,10,4.03,0.150,0.07,3.8,S38_019,7071,7071,1986/05/28 00:00:00+00,Levy,ENTS,CHIPLEY,"AQUIC QUARTZIPSAMMENTS, THERMIC, COATED",Ap1,Sandy marine sediments,29.431352,-82.642769,531463.99,603472.17
353081.467399999,660856.3798,343,7115,0.39,1.9,3.5,0.100,0.004,2.7,2,1.9,1.400,0.4,7,1.13,0.150,0.08,0.9,S19_006,7115,7115,1986/06/04 00:00:00+00,Franklin,ODS,LEON SAND,"Aeric Alaquods, sandy, siliceous, thermic",Ap,Sandy marine deposits,29.953904,-84.486743,353081.27,660856.6
524137.5264,606881.5165,344,7063,0.45,1.7,6,0.300,0.004,10.8,1,1.7,3.200,1.1,12,1.1,0.250,0.1,1.2,S38_018,7063,7063,1986/05/28 00:00:00+00,Levy,ODS,WAUCHULA FINE SAND,"Ultic Haplaquods, sandy over loamy, siliceous, hyperthermic.",A,Sandy and loamy marine sediments,29.462764,-82.718038,524137.3,606881.74
607005.9771,655602.8172,345,6257,0.31,0.12,3.2,0.270,0.004,23.3,1.7,5.6,9.900,2.67,29.5,1.8,0.150,0.08,1.7,S10_012,6257,6257,1984/11/08 00:00:00+00,Clay,ODS,LEON FINE SAND,"Aeric  Alaquods, sandy, siliceous, thermic",A,Sandy marine sediments,29.891185,-81.853639,607005.75,655603.03
644982.842900001,305285.8817,346,5566,0.4,0.72,11.6,0.380,0.004,3.5,1.2,5.3,9.700,0.96,7.7,3.29,0.150,0.08,2.5,S26_013,5566,5566,1983/01/10 00:00:00+00,Hendry,ODS,"WABASSO SAND, LIMESTONE SUBSTRATUM","Alfic Alaquods, sandy over loamy, siliceous, active, hyperthermic",A,Sandy marine sediments,26.730543,-81.532641,644982.49,305285.87
640435.108800001,704699.6835,347,1999,0.25,0.44,43.3,0.750,0.004,9.2,4.1,5.1,20.200,0.47,7.4,6.71,0.250,0.3,3.5,S16_012,1999,1999,1975/06/03 00:00:00+00,Duval,ALFS,STOCKADE FINE SANDY LOAM,"Umbric Endoaqualfs, fine-loamy, siliceous, superactive, thermic.",A,0,30.327743,-81.496782,640434.83,704699.92
350245.9921,660247.4683,348,7120,0.39,1.5,4.4,0.300,0.04,8.6,2,1.5,6.600,0.4,19,2.34,0.150,0.07,1.3,S19_007,7120,7120,1986/06/04 00:00:00+00,Franklin,ENTS,SCRANTON FINE SAND,"Humaqueptic Psammaquents, siliceous, thermic.",A,Sandy marine deposits,29.948315,-84.516132,350245.85,660247.72
