DTXSID,PREFERRED NAME,CASRN,INCHIKEY,IUPAC NAME,SMILES,INCHI STRING,MOLECULAR FORMULA,AVERAGE MASS,MONOISOTOPIC MASS,# of SOURCES,# OF PUBMED ARTICLES,PUBCHEM DATA SOURCES,CPDAT COUNT,QC Level,# ToxCast Active,% ToxCast Active,Total Assays
https://comptox.epa.gov/dashboard/chemical/details/DTXSID50880218,"1H,1H,2H-Perfluorocyclopentane",15290-77-4,IDBYQQQHBYGLEQ-UHFFFAOYSA-N,"1,1,2,2,3,3,4-Heptafluorocyclopentane",FC1CC(F)(F)C(F)(F)C1(F)F,"InChI=1S/C5H3F7/c6-2-1-3(7,8)5(11,12)4(2,9)10/h2H,1H2",C5H3F7,196.068,196.012297,74,,48,,1,5/460,1.0,460
https://comptox.epa.gov/dashboard/chemical/details/DTXSID20337466,5H-Perfluoropentanal,2648-47-7,BQFRALWVZATVGY-UHFFFAOYSA-N,"2,2,3,3,4,4,5,5-Octafluoropentanal",FC(F)C(F)(F)C(F)(F)C(F)(F)C=O,"InChI=1S/C5H2F8O/c6-2(7)4(10,11)5(12,13)3(8,9)1-14/h1-2H",C5H2F8O,230.057,229.997790,38,,49,,2,2/198,1.0,198
https://comptox.epa.gov/dashboard/chemical/details/DTXSID70191136,Perfluoro-3-methoxypropanoic acid,377-73-1,AGIMOOYNBDLMJV-UHFFFAOYSA-N,"2,2,3,3-Tetrafluoro-3-(trifluoromethoxy)propanoic acid",OC(=O)C(F)(F)C(F)(F)OC(F)(F)F,"InChI=1S/C4HF7O3/c5-2(6,1(12)13)3(7,8)14-4(9,10)11/h(H,12,13)",C4HF7O3,230.038,229.981391,41,,34,,1,4/470,1.0,470
https://comptox.epa.gov/dashboard/chemical/details/DTXSID9059915,Heptafluorobutyryl Chloride,375-16-6,WFELVFKXQJYPSL-UHFFFAOYSA-N,Heptafluorobutanoyl chloride,FC(F)(F)C(F)(F)C(F)(F)C(Cl)=O,"InChI=1S/C4ClF7O/c5-1(13)2(6,7)3(8,9)4(10,11)12",C4ClF7O,232.48,231.952589,65,,62,1,1, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID70880412,1-(Perfluorohexyl)-2-iodopropane,38550-34-4,REPFTMOJFHVIBT-UHFFFAOYSA-N,"1,1,1,2,2,3,3,4,4,5,5,6,6-Tridecafluoro-8-iodononane",CC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"InChI=1S/C9H6F13I/c1-3(23)2-4(10,11)5(12,13)6(14,15)7(16,17)8(18,19)9(20,21)22/h3H,2H2,1H3",C9H6F13I,488.031,487.930660,35,,36,,1, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID10379850,6H-Perfluorohex-1-ene,1767-94-8,DDWZJDVOCYVHKD-UHFFFAOYSA-N,"1,1,2,3,3,4,4,5,5,6,6-Undecafluorohex-1-ene",FC(F)C(F)(F)C(F)(F)C(F)(F)C(F)=C(F)F,"InChI=1S/C6HF11/c7-1(2(8)9)4(12,13)6(16,17)5(14,15)3(10)11/h3H",C6HF11,282.056,281.990260,23,,29,,2,1/198,1.0,198
https://comptox.epa.gov/dashboard/chemical/details/DTXSID00380753,Trimethylsilyl perfluorobutanesulfonate,68734-62-3,XMIPIKYUVSCYKT-UHFFFAOYSA-N,Trimethylsilyl nonafluorobutane-1-sulfonate,C[Si](C)(C)OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"InChI=1S/C7H9F9O3SSi/c1-21(2,3)19-20(17,18)7(15,16)5(10,11)4(8,9)6(12,13)14/h1-3H3",C7H9F9O3SSi,372.28,371.989795,29,,34,,2, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID60379901,(Perfluoro-5-methylhexyl)ethyl 2-methylprop-2-enoate,50836-66-3,SAIYGCOTLRCBJP-UHFFFAOYSA-N,"3,3,4,4,5,5,6,6,7,8,8,8-Dodecafluoro-7-(trifluoromethyl)octyl 2-methylprop-2-enoate",CC(=C)C(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,"InChI=1S/C13H9F15O2/c1-5(2)6(29)30-4-3-7(14,15)9(17,18)11(21,22)10(19,20)8(16,12(23,24)25)13(26,27)28/h1,3-4H2,2H3",C13H9F15O2,482.189,482.036302,33,,,,1,7/460,2.0,460
https://comptox.epa.gov/dashboard/chemical/details/DTXSID5027140,Perfluorooctanesulfonyl fluoride,307-35-7,BHFJBHMTEDLICO-UHFFFAOYSA-N,Heptadecafluorooctane-1-sulfonyl fluoride,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)S(F)(=O)=O,"InChI=1S/C8F18O2S/c9-1(10,3(13,14)5(17,18)7(21,22)23)2(11,12)4(15,16)6(19,20)8(24,25)29(26,27)28",C8F18O2S,502.12,501.933157,107,,90,,1,5/462,1.0,462
https://comptox.epa.gov/dashboard/chemical/details/DTXSID50379930,"1H,1H-Perfluorononylamine",355-47-5,IHVFAVFXCUPMEN-UHFFFAOYSA-N,"2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,9-Heptadecafluorononan-1-amine",NCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"InChI=1S/C9H4F17N/c10-2(11,1-27)3(12,13)4(14,15)5(16,17)6(18,19)7(20,21)8(22,23)9(24,25)26/h1,27H2",C9H4F17N,449.111,449.007228,30,,34,,2,1/460,0.0,460
https://comptox.epa.gov/dashboard/chemical/details/DTXSID30880135,1-Perfluoropropylethanol,375-14-4,RBPHBIMHZSTIDT-UHFFFAOYSA-N,"3,3,4,4,5,5,5-Heptafluoropentan-2-ol",CC(O)C(F)(F)C(F)(F)C(F)(F)F,"InChI=1S/C5H5F7O/c1-2(13)3(6,7)4(8,9)5(10,11)12/h2,13H,1H3",C5H5F7O,214.083,214.022862,36,,49,,1, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID10379254,"1H,1H-Heptafluorobutyl epoxide",1765-92-0,YXNWXQYDINSHJC-UHFFFAOYSA-N,"2-(2,2,3,3,4,4,4-Heptafluorobutyl)oxirane",FC(F)(F)C(F)(F)C(F)(F)CC1CO1,"InChI=1S/C6H5F7O/c7-4(8,1-3-2-14-3)5(9,10)6(11,12)13/h3H,1-2H2",C6H5F7O,226.094,226.022862,33,,36,,2,8/460,2.0,460
https://comptox.epa.gov/dashboard/chemical/details/DTXSID70165670,7H-Perfluoroheptanoic acid,1546-95-8,JZHDEEOTEUVLHR-UHFFFAOYSA-N,"2,2,3,3,4,4,5,5,6,6,7,7-Dodecafluoroheptanoic acid",OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,"InChI=1S/C7H2F12O2/c8-1(9)3(10,11)5(14,15)7(18,19)6(16,17)4(12,13)2(20)21/h1H,(H,20,21)",C7H2F12O2,346.072,345.986317,71,,45,,1, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID60379880,(Perfluoro-3-methylbutyl)-2-hydroxypropyl acrylate,16083-76-4,UMWCHHTXFDYJDZ-UHFFFAOYSA-N,"4,4,5,5,6,7,7,7-Octafluoro-2-hydroxy-6-(trifluoromethyl)heptyl prop-2-enoate",OC(COC(=O)C=C)CC(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,"InChI=1S/C11H9F11O3/c1-2-6(24)25-4-5(23)3-7(12,13)9(15,16)8(14,10(17,18)19)11(20,21)22/h2,5,23H,1,3-4H2",C11H9F11O3,398.172,398.037604,32,,26,,1, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID90626970,3H-Perfluorobutanoic acid,379-90-8,AZLUIEGTKBIKSG-UHFFFAOYSA-N,"2,2,3,4,4,4-Hexafluorobutanoic acid",OC(=O)C(F)(F)C(F)C(F)(F)F,"InChI=1S/C4H2F6O2/c5-1(4(8,9)10)3(6,7)2(11)12/h1H,(H,11,12)",C4H2F6O2,196.048,195.995898,16,,22,,2, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID20337446,2-(Perfluorooctyl)ethanthiol,34143-74-3,URJIJZCEKHSLHA-UHFFFAOYSA-N,"3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-Heptadecafluorodecane-1-thiol",FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCS,"InChI=1S/C10H5F17S/c11-3(12,1-2-28)4(13,14)5(15,16)6(17,18)7(19,20)8(21,22)9(23,24)10(25,26)27/h28H,1-2H2",C10H5F17S,480.18,479.984050,52,2,,,2,10/470,2.0,470
https://comptox.epa.gov/dashboard/chemical/details/DTXSID90583413,4-((Perfluorohexyl)ethyl)phenylmethanol,356055-76-0,ZLZILVFJEAYPNQ-UHFFFAOYSA-N,"[4-(3,3,4,4,5,5,6,6,7,7,8,8,8-Tridecafluorooctyl)phenyl]methanol",OCC1=CC=C(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C=C1,"InChI=1S/C15H11F13O/c16-10(17,6-5-8-1-3-9(7-29)4-2-8)11(18,19)12(20,21)13(22,23)14(24,25)15(26,27)28/h1-4,29H,5-7H2",C15H11F13O,454.231,454.060231,28,,22,,2, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID50188165,8:3 Fluorotelomer carboxylic acid,34598-33-9,JZRCRCFPVAXHHQ-UHFFFAOYSA-N,"4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,11-Heptadecafluoroundecanoic acid",OC(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"InChI=1S/C11H5F17O2/c12-4(13,2-1-3(29)30)5(14,15)6(16,17)7(18,19)8(20,21)9(22,23)10(24,25)11(26,27)28/h1-2H2,(H,29,30)",C11H5F17O2,492.132,492.001808,42,,52,,1, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID60400587,Nonafluoropentanamide,13485-61-5,ZKWQYYCKXAKLPJ-UHFFFAOYSA-N,"2,2,3,3,4,4,5,5,5-Nonafluoropentanamide",NC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"InChI=1S/C5H2F9NO/c6-2(7,1(15)16)3(8,9)4(10,11)5(12,13)14/h(H2,15,16)",C5H2F9NO,263.063,262.999267,32,,18,,2,6/496,1.0,496
https://comptox.epa.gov/dashboard/chemical/details/DTXSID40337468,"1,1,2,2-Tetrafluoro-3-iodopropane",679-87-8,VOUMUNAZCCDSHT-UHFFFAOYSA-N,"1,1,2,2-Tetrafluoro-3-iodopropane",FC(F)C(F)(F)CI,"InChI=1S/C3H3F4I/c4-2(5)3(6,7)1-8/h2H,1H2",C3H3F4I,241.955,241.921560,29,,58,,1, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID70481246,2-Amino-2H-perfluoropropane,1619-92-7,UHEDJBIYIWUMLU-UHFFFAOYSA-N,"1,1,1,3,3,3-Hexafluoropropan-2-amine",NC(C(F)(F)F)C(F)(F)F,"InChI=1S/C3H3F6N/c4-2(5,6)1(10)3(7,8)9/h1H,10H2",C3H3F6N,167.054,167.016968,23,,,,2,1/198,1.0,198
https://comptox.epa.gov/dashboard/chemical/details/DTXSID5060982,Heptafluoro-2-iodopropane,677-69-0,BBZVTTKMXRPMHZ-UHFFFAOYSA-N,"1,1,1,2,3,3,3-Heptafluoro-2-iodopropane",FC(F)(F)C(F)(I)C(F)(F)F,"InChI=1S/C3F7I/c4-1(11,2(5,6)7)3(8,9)10",C3F7I,295.926,295.893290,67,,93,,1, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID90861920,Trifluoroacetic anhydride,407-25-0,QAEDZJGFFMLHHQ-UHFFFAOYSA-N,Trifluoroacetic anhydride,FC(F)(F)C(=O)OC(=O)C(F)(F)F,"InChI=1S/C4F6O3/c5-3(6,7)1(11)13-2(12)4(8,9)10",C4F6O3,210.031,209.975163,92,88,193,4,1, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID4059833,Perfluorohexanedioic acid,336-08-3,AXRSOGFYDSXLQX-UHFFFAOYSA-N,Octafluorohexanedioic acid,OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(O)=O,"InChI=1S/C6H2F8O4/c7-3(8,1(15)16)5(11,12)6(13,14)4(9,10)2(17)18/h(H,15,16)(H,17,18)",C6H2F8O4,290.065,289.982534,76,,80,,1,4/470,1.0,470
https://comptox.epa.gov/dashboard/chemical/details/DTXSID60382617,"3-(2,2,3,3-Tetrafluoropropoxy)prop-1-ene",681-68-5,MEIXYCHYADMPTF-UHFFFAOYSA-N,"3-(2,2,3,3-Tetrafluoropropoxy)prop-1-ene",FC(F)C(F)(F)COCC=C,"InChI=1S/C6H8F4O/c1-2-3-11-4-6(9,10)5(7)8/h2,5H,1,3-4H2",C6H8F4O,172.123,172.051128,15,,36,,5, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID00379960,"1H,1H,8H-Perfluoro-1-octanol",10331-08-5,ISIIJJQHILZBPB-UHFFFAOYSA-N,"2,2,3,3,4,4,5,5,6,6,7,7,8,8-Tetradecafluorooctan-1-ol",OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,"InChI=1S/C8H4F14O/c9-2(10)4(13,14)6(17,18)8(21,22)7(19,20)5(15,16)3(11,12)1-23/h2,23H,1H2",C8H4F14O,382.097,382.003859,31,,31,,2, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID70379295,"3H-Perfluoro-2,2,4,4-tetrahydroxypentane",77953-71-0,NZCXKNVJJQJKKN-UHFFFAOYSA-N,"1,1,1,3,5,5,5-Heptafluoropentane-2,2,4,4-tetrol",OC(O)(C(F)C(O)(O)C(F)(F)F)C(F)(F)F,"InChI=1S/C5H5F7O4/c6-1(2(13,14)4(7,8)9)3(15,16)5(10,11)12/h1,13-16H",C5H5F7O4,262.08,262.007606,16,,29,,2,79/506,16.0,506
https://comptox.epa.gov/dashboard/chemical/details/DTXSID80389027,N-Methylperfluoroheptanamide,89932-74-1,GMDGDPMNUQLIPP-UHFFFAOYSA-N,"2,2,3,3,4,4,5,5,6,6,7,7,7-Tridecafluoro-N-methylheptanamide",CNC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"InChI=1S/C8H4F13NO/c1-22-2(23)3(9,10)4(11,12)5(13,14)6(15,16)7(17,18)8(19,20)21/h1H3,(H,22,23)",C8H4F13NO,377.105,377.008530,24,,18,,2, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID70880194,Perfluorooctanedioic diamide,3492-23-7,SYUPSOPAIUOEGW-UHFFFAOYSA-N,"2,2,3,3,4,4,5,5,6,6,7,7-Dodecafluorooctanediamide",NC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(N)=O,"InChI=1S/C8H4F12N2O2/c9-3(10,1(21)23)5(13,14)7(17,18)8(19,20)6(15,16)4(11,12)2(22)24/h(H2,21,23)(H2,22,24)",C8H4F12N2O2,388.113,388.008115,30,,18,,2, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID6061022,Perfluorosuccinic anhydride,699-30-9,ZLVLNNCBGQYRAB-UHFFFAOYSA-N,"3,3,4,4-Tetrafluorooxolane-2,5-dione",FC1(F)C(=O)OC(=O)C1(F)F,"InChI=1S/C4F4O3/c5-3(6)1(9)11-2(10)4(3,7)8",C4F4O3,172.035,171.978357,55,,59,,1,0/162,0.0,162
https://comptox.epa.gov/dashboard/chemical/details/DTXSID30869884,"2H,3H-Decafluoropentane",138495-42-8,RIQRGMUSBYGDBL-UHFFFAOYSA-N,"1,1,1,2,2,3,4,5,5,5-Decafluoropentane",FC(C(F)C(F)(F)C(F)(F)F)C(F)(F)F,"InChI=1/C5H2F10/c6-1(2(7)4(10,11)12)3(8,9)5(13,14)15/h1-2H",C5H2F10,252.055,251.999682,102,,61,79,1, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID10224331,"2,2,3,3-Tetrafluoropropyl acrylate",7383-71-3,VHJHZYSXJKREEE-UHFFFAOYSA-N,"2,2,3,3-Tetrafluoropropyl prop-2-enoate",FC(F)C(F)(F)COC(=O)C=C,"InChI=1S/C6H6F4O2/c1-2-4(11)12-3-6(9,10)5(7)8/h2,5H,1,3H2",C6H6F4O2,186.106,186.030392,41,,47,,1,128/510,25.0,510
https://comptox.epa.gov/dashboard/chemical/details/DTXSID5061954,11-H-Perfluoroundecanoic acid,1765-48-6,MMYNPHSPRPZSSN-UHFFFAOYSA-N,"2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11-Icosafluoroundecanoic acid",OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,"InChI=1S/C11H2F20O2/c12-1(13)3(14,15)5(18,19)7(22,23)9(26,27)11(30,31)10(28,29)8(24,25)6(20,21)4(16,17)2(32)33/h1H,(H,32,33)",C11H2F20O2,546.103,545.973543,61,1,47,,1,136/504,27.0,504
https://comptox.epa.gov/dashboard/chemical/details/DTXSID80880448,"(1R,4R)-3-(Heptafluorobutyryl)-camphor",51800-99-8,PEWOESYEGLBLNR-XGLFCGLISA-N,"(1R,4R)-3-(2,2,3,3,4,4,4-Heptafluorobutanoyl)-1,7,7-trimethylbicyclo[2.2.1]heptan-2-one",[H][C@@]12CC[C@@](C)(C(=O)C1C(=O)C(F)(F)C(F)(F)C(F)(F)F)C2(C)C,"InChI=1S/C14H15F7O2/c1-10(2)6-4-5-11(10,3)8(22)7(6)9(23)12(15,16)13(17,18)14(19,20)21/h6-7H,4-5H2,1-3H3/t6-,7?,11+/m1/s1",C14H15F7O2,348.261,348.096027,37,,24,,1, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID70880215,Perfluoro-2-methyl-3-oxahexanoic acid,13252-13-6,CSEBNABAWMZWIF-UHFFFAOYSA-N,"2,3,3,3-Tetrafluoro-2-(heptafluoropropoxy)propanoic acid",OC(=O)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,"InChI=1S/C6HF11O3/c7-2(1(18)19,4(10,11)12)20-6(16,17)3(8,9)5(13,14)15/h(H,18,19)",C6HF11O3,330.053,329.975004,100,,53,,1,6/506,1.0,506
https://comptox.epa.gov/dashboard/chemical/details/DTXSID7029904,2-(Perfluorooctyl)ethanol,678-39-7,JJUBFBTUBACDHW-UHFFFAOYSA-N,"3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-Heptadecafluorodecan-1-ol",OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"InChI=1S/C10H5F17O/c11-3(12,1-2-28)4(13,14)5(15,16)6(17,18)7(19,20)8(21,22)9(23,24)10(25,26)27/h28H,1-2H2",C10H5F17O,464.122,464.006894,191,30,96,,1,204/1063,19.0,1063
https://comptox.epa.gov/dashboard/chemical/details/DTXSID00344572,N-Methyl-bis-heptafluorobutyramide,73980-71-9,BCQYNSPESDDJBZ-UHFFFAOYSA-N,"2,2,3,3,4,4,4-Heptafluoro-N-(2,2,3,3,4,4,4-heptafluorobutanoyl)-N-methylbutanamide",CN(C(=O)C(F)(F)C(F)(F)C(F)(F)F)C(=O)C(F)(F)C(F)(F)C(F)(F)F,"InChI=1S/C9H3F14NO2/c1-24(2(25)4(10,11)6(14,15)8(18,19)20)3(26)5(12,13)7(16,17)9(21,22)23/h1H3",C9H3F14NO2,423.106,422.994023,36,2,28,,2, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID00369341,"2,2-bis(Trifluoromethyl)-2-hydroxyacetic acid",662-22-6,CMQUGOHGJUTDGZ-UHFFFAOYSA-N,"3,3,3-Trifluoro-2-hydroxy-2-(trifluoromethyl)propanoic acid",OC(=O)C(O)(C(F)(F)F)C(F)(F)F,"InChI=1S/C4H2F6O3/c5-3(6,7)2(13,1(11)12)4(8,9)10/h13H,(H,11,12)",C4H2F6O3,212.047,211.990813,22,,58,,2, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID20880189,"Perfluoro-1,2-dimethylcyclobutane",2994-71-0,RBTROQHBNLSUTL-UHFFFAOYSA-N,"1,1,2,2,3,4-Hexafluoro-3,4-bis(trifluoromethyl)cyclobutane",FC(F)(F)C1(F)C(F)(F)C(F)(F)C1(F)C(F)(F)F,"InChI=1S/C6F12/c7-1(5(13,14)15)2(8,6(16,17)18)4(11,12)3(1,9)10",C6F12,300.047,299.980838,52,,46,1,1, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID50379556,Methyl 5H-perfluoropentanoate,54822-22-9,NARNQFAFGNRNNN-UHFFFAOYSA-N,"Methyl 2,2,3,3,4,4,5,5-octafluoropentanoate",COC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)F,"InChI=1S/C6H4F8O2/c1-16-3(15)5(11,12)6(13,14)4(9,10)2(7)8/h2H,1H3",C6H4F8O2,260.083,260.008355,18,,32,,2, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0059871,Pentafluoropropionamide,354-76-7,KQTOYEUYHXUEDB-UHFFFAOYSA-N,"2,2,3,3,3-Pentafluoropropanamide",NC(=O)C(F)(F)C(F)(F)F,"InChI=1S/C3H2F5NO/c4-2(5,1(9)10)3(6,7)8/h(H2,9,10)",C3H2F5NO,163.047,163.005655,49,,80,,1,4/460,1.0,460
https://comptox.epa.gov/dashboard/chemical/details/DTXSID10379835,"1H,1H-Perfluoroheptylamine",423-49-4,RWJCANHSJXNRDM-UHFFFAOYSA-N,"2,2,3,3,4,4,5,5,6,6,7,7,7-Tridecafluoroheptan-1-amine",NCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"InChI=1S/C7H4F13N/c8-2(9,1-21)3(10,11)4(12,13)5(14,15)6(16,17)7(18,19)20/h1,21H2",C7H4F13N,349.095,349.013615,27,,30,,2,0/460,0.0,460
https://comptox.epa.gov/dashboard/chemical/details/DTXSID60379941,"1H,8H-Perfluorooctane",307-99-3,JCRVQXKRULILSR-UHFFFAOYSA-N,"1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8-Hexadecafluorooctane",FC(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,"InChI=1S/C8H2F16/c9-1(10)3(13,14)5(17,18)7(21,22)8(23,24)6(19,20)4(15,16)2(11)12/h1-2H",C8H2F16,402.078,401.990101,37,,44,,2, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID00382070,5:1 Fluorotelomer alcohol,423-46-1,QZFZPVVDBGXQTB-UHFFFAOYSA-N,"2,2,3,3,4,4,5,5,6,6,6-Undecafluorohexan-1-ol",OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"InChI=1S/C6H3F11O/c7-2(8,1-18)3(9,10)4(11,12)5(13,14)6(15,16)17/h18H,1H2",C6H3F11O,300.071,300.000825,37,,47,,1, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID40379782,(Perfluorocyclohexyl)methyl prop-2-enoate,40677-94-9,OZGWOALFBHODRB-UHFFFAOYSA-N,(Undecafluorocyclohexyl)methyl prop-2-enoate,FC1(F)C(F)(F)C(F)(F)C(F)(COC(=O)C=C)C(F)(F)C1(F)F,"InChI=1S/C10H5F11O2/c1-2-4(22)23-3-5(11)6(12,13)8(16,17)10(20,21)9(18,19)7(5,14)15/h2H,1,3H2",C10H5F11O2,366.13,366.011389,33,,34,,1, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID00192353,8:2 Fluorotelomer sulfonic acid,39108-34-4,ALVYVCQIFHTIRD-UHFFFAOYSA-N,"3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-Heptadecafluorodecane-1-sulfonic acid",OS(=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"InChI=1S/C10H5F17O3S/c11-3(12,1-2-31(28,29)30)4(13,14)5(15,16)6(17,18)7(19,20)8(21,22)9(23,24)10(25,26)27/h1-2H2,(H,28,29,30)",C10H5F17O3S,528.18,527.968794,79,,25,,1,40/506,8.0,506
https://comptox.epa.gov/dashboard/chemical/details/DTXSID60505420,2H-Perfluoropropanoic anhydride,337-83-7,LBGWXMJBOPPNMV-UHFFFAOYSA-N,"2,2,3,3-Tetrafluoropropanoic anhydride",FC(F)C(F)(F)C(=O)OC(=O)C(F)(F)C(F)F,"InChI=1S/C6H2F8O3/c7-1(8)5(11,12)3(15)17-4(16)6(13,14)2(9)10/h1-2H",C6H2F8O3,274.066,273.987619,18,,,,1, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID70381090,"1H,1H,8H,8H-Perfluoro-3,6-dioxaoctane-1,8-diol",129301-42-4,CWIAFBQLWOMNFY-UHFFFAOYSA-N,"2,2'-[(1,1,2,2-Tetrafluoroethane-1,2-diyl)bis(oxy)]bis(2,2-difluoroethan-1-ol)",OCC(F)(F)OC(F)(F)C(F)(F)OC(F)(F)CO,"InChI=1S/C6H6F8O4/c7-3(8,1-15)17-5(11,12)6(13,14)18-4(9,10)2-16/h15-16H,1-2H2",C6H6F8O4,294.097,294.013834,30,,44,,2,9/497,2.0,497
https://comptox.epa.gov/dashboard/chemical/details/DTXSID30880413,"3-(Perfluorohexyl)-1,2-epoxypropane",38565-52-5,KGYUZRBIQCDOCN-UHFFFAOYSA-N,"2-(2,2,3,3,4,4,5,5,6,6,7,7,7-Tridecafluoroheptyl)oxirane",FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC1CO1,"InChI=1S/C9H5F13O/c10-4(11,1-3-2-23-3)5(12,13)6(14,15)7(16,17)8(18,19)9(20,21)22/h3H,1-2H2",C9H5F13O,376.117,376.013281,58,,48,,1,6/505,1.0,505
https://comptox.epa.gov/dashboard/chemical/details/DTXSID90180087,(Perfluoroheptyl)ethene,25431-45-2,RXZWAMINHJDYKW-UHFFFAOYSA-N,"3,3,4,4,5,5,6,6,7,7,8,8,9,9,9-Pentadecafluoronon-1-ene",FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C=C,"InChI=1S/C9H3F15/c1-2-3(10,11)4(12,13)5(14,15)6(16,17)7(18,19)8(20,21)9(22,23)24/h2H,1H2",C9H3F15,396.099,395.999523,38,,25,,1, ,,
