DTXSID,PREFERRED NAME,CASRN,INCHIKEY,IUPAC NAME,SMILES,INCHI STRING,MOLECULAR FORMULA,AVERAGE MASS,MONOISOTOPIC MASS,# of SOURCES,# OF PUBMED ARTICLES,PUBCHEM DATA SOURCES,CPDAT COUNT,QC Level,# ToxCast Active,% ToxCast Active,Total Assays
https://comptox.epa.gov/dashboard/chemical/details/DTXSID40379282,"3H-Perfluoropentane-2,4-dione",77968-17-3,GRHYFDZMGZYXAP-UHFFFAOYSA-N,"1,1,1,3,5,5,5-Heptafluoropentane-2,4-dione",FC(C(=O)C(F)(F)F)C(=O)C(F)(F)F,"InChI=1S/C5HF7O2/c6-1(2(13)4(7,8)9)3(14)5(10,11)12/h1H",C5HF7O2,226.05,225.986476,13,,40,,2, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID80380256,"4,4-bis(Trifluoromethyl)-4-fluoropropanoic acid",243139-62-0,ZKMKCYOZMOVHGJ-UHFFFAOYSA-N,"4,5,5,5-Tetrafluoro-4-(trifluoromethyl)pentanoic acid",OC(=O)CCC(F)(C(F)(F)F)C(F)(F)F,"InChI=1S/C6H5F7O2/c7-4(5(8,9)10,6(11,12)13)2-1-3(14)15/h1-2H2,(H,14,15)",C6H5F7O2,242.093,242.017777,27,,41,,1,10/298,3.0,298
https://comptox.epa.gov/dashboard/chemical/details/DTXSID8037708,Ammonium perfluorooctanoate,3825-26-1,YOALFLHFSFEMLP-UHFFFAOYSA-N,Ammonium pentadecafluorooctanoate,[NH4+].[O-]C(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"InChI=1S/C8HF15O2.H3N/c9-2(10,1(24)25)3(11,12)4(13,14)5(15,16)6(17,18)7(19,20)8(21,22)23;/h(H,24,25);1H3",C8H4F15NO2,431.101,431.000251,179,1179,36,20,1,74/1025,7.0,1025
https://comptox.epa.gov/dashboard/chemical/details/DTXSID90880176,"3,5,6-Trichloroperfluorohexanoic acid",2106-54-9,ANRGSWRBGXZQLY-UHFFFAOYSA-N,"3,5,6-Trichloro-2,2,3,4,4,5,6,6-octafluorohexanoic acid",OC(=O)C(F)(F)C(F)(Cl)C(F)(F)C(F)(Cl)C(F)(F)Cl,"InChI=1S/C6HCl3F8O2/c7-3(12,2(10,11)1(18)19)5(14,15)4(8,13)6(9,16)17/h(H,18,19)",C6HCl3F8O2,363.41,361.891438,33,,36,,2, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID40379808,"Perfluoro-3,7-dimethyloctanoic acid",172155-07-6,KZUSAXRVIONPJU-UHFFFAOYSA-N,"2,2,3,4,4,5,5,6,6,7,8,8,8-Tridecafluoro-3,7-bis(trifluoromethyl)octanoic acid",OC(=O)C(F)(F)C(F)(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,"InChI=1S/C10HF19O2/c11-2(12,1(30)31)3(13,8(21,22)23)5(15,16)7(19,20)6(17,18)4(14,9(24,25)26)10(27,28)29/h(H,30,31)",C10HF19O2,514.086,513.967314,38,,43,,2, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID20337244,2-Perfluoropropyl-2-propanol,355-22-6,CZPWXOSMOFCBOR-UHFFFAOYSA-N,"3,3,4,4,5,5,5-Heptafluoro-2-methylpentan-2-ol",CC(C)(O)C(F)(F)C(F)(F)C(F)(F)F,"InChI=1S/C6H7F7O/c1-3(2,14)4(7,8)5(9,10)6(11,12)13/h14H,1-2H3",C6H7F7O,228.11,228.038512,32,,25,,2, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID10370988,Allyl perfluoroisopropyl ether,15242-17-8,FXUHCQHWDACOKK-UHFFFAOYSA-N,"3-[(1,1,1,2,3,3,3-Heptafluoropropan-2-yl)oxy]prop-1-ene",FC(F)(F)C(F)(OCC=C)C(F)(F)F,"InChI=1S/C6H5F7O/c1-2-3-14-4(7,5(8,9)10)6(11,12)13/h2H,1,3H2",C6H5F7O,226.094,226.022862,31,,36,,2,3/198,2.0,198
https://comptox.epa.gov/dashboard/chemical/details/DTXSID60195123,Perfluorooctanamide,423-54-1,UGMUDSKJLAUMTC-UHFFFAOYSA-N,"2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-Pentadecafluorooctanamide",NC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"InChI=1S/C8H2F15NO/c9-2(10,1(24)25)3(11,12)4(13,14)5(15,16)6(17,18)7(19,20)8(21,22)23/h(H2,24,25)",C8H2F15NO,413.086,412.989686,48,,45,,1,10/470,2.0,470
https://comptox.epa.gov/dashboard/chemical/details/DTXSID5044572,2-(Perfluorohexyl)ethanol,647-42-7,GRJRKPMIRMSBNK-UHFFFAOYSA-N,"3,3,4,4,5,5,6,6,7,7,8,8,8-Tridecafluorooctan-1-ol",OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"InChI=1S/C8H5F13O/c9-3(10,1-2-22)4(11,12)5(13,14)6(15,16)7(17,18)8(19,20)21/h22H,1-2H2",C8H5F13O,364.106,364.013281,174,,96,,1,66/1038,6.0,1038
https://comptox.epa.gov/dashboard/chemical/details/DTXSID20179883,2-(Perfluorohexyl)ethylphosphonic acid,252237-40-4,DEXIXSRZQUFPIK-UHFFFAOYSA-N,"(3,3,4,4,5,5,6,6,7,7,8,8,8-Tridecafluorooctyl)phosphonic acid",OP(O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"InChI=1S/C8H6F13O3P/c9-3(10,1-2-25(22,23)24)4(11,12)5(13,14)6(15,16)7(17,18)8(19,20)21/h1-2H2,(H2,22,23,24)",C8H6F13O3P,428.086,427.984697,49,,25,,2,14/506,3.0,506
https://comptox.epa.gov/dashboard/chemical/details/DTXSID90880131,"1H,1H,5H-Perfluoropentyl methacrylate",355-93-1,ZNJXRXXJPIFFAO-UHFFFAOYSA-N,"2,2,3,3,4,4,5,5-Octafluoropentyl 2-methylprop-2-enoate",CC(=C)C(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)F,"InChI=1S/C9H8F8O2/c1-4(2)5(18)19-3-7(12,13)9(16,17)8(14,15)6(10)11/h6H,1,3H2,2H3",C9H8F8O2,300.148,300.039655,69,,70,,1,8/465,2.0,465
https://comptox.epa.gov/dashboard/chemical/details/DTXSID20880144,Ethyl pentafluoropropionyl acetate,663-35-4,MWGSZQXKIYWSFS-UHFFFAOYSA-N,"Ethyl 4,4,5,5,5-pentafluoro-3-oxopentanoate",CCOC(=O)CC(=O)C(F)(F)C(F)(F)F,"InChI=1S/C7H7F5O3/c1-2-15-5(14)3-4(13)6(8,9)7(10,11)12/h2-3H2,1H3",C7H7F5O3,234.122,234.031535,33,,60,,2,6/461,1.0,461
https://comptox.epa.gov/dashboard/chemical/details/DTXSID40381986,2-Allyloxyperfluoroethanesulfonyl fluoride,73606-13-0,IMNCTHAFGYFIOE-UHFFFAOYSA-N,"1,1,2,2-Tetrafluoro-2-[(prop-2-en-1-yl)oxy]ethane-1-sulfonyl fluoride",FC(F)(OCC=C)C(F)(F)S(F)(=O)=O,"InChI=1S/C5H5F5O3S/c1-2-3-13-4(6,7)5(8,9)14(10,11)12/h2H,1,3H2",C5H5F5O3S,240.14,239.987956,27,,41,,2, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID60379769,"3H,3H-Perfluoropropyl triflate",6401-00-9,QHZUUSNAUOEJBB-UHFFFAOYSA-N,"2,2,3,3,3-Pentafluoropropyl trifluoromethanesulfonate",FC(F)(F)C(F)(F)COS(=O)(=O)C(F)(F)F,"InChI=1S/C4H2F8O3S/c5-2(6,3(7,8)9)1-15-16(13,14)4(10,11)12/h1H2",C4H2F8O3S,282.1,281.959690,20,,43,,2, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID5063235,"2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-Pentadecafluorooctyl methacrylate",3934-23-4,RUEKTOVLVIXOHT-UHFFFAOYSA-N,"2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-Pentadecafluorooctyl 2-methylprop-2-enoate",CC(=C)C(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"InChI=1S/C12H7F15O2/c1-4(2)5(28)29-3-6(13,14)7(15,16)8(17,18)9(19,20)10(21,22)11(23,24)12(25,26)27/h1,3H2,2H3",C12H7F15O2,468.162,468.020652,59,,45,,1,5/460,1.0,460
https://comptox.epa.gov/dashboard/chemical/details/DTXSID8059978,"1H,1H-Perfluorobutyl acrylate",424-64-6,PLXOUIVCSUBZIX-UHFFFAOYSA-N,"2,2,3,3,4,4,4-Heptafluorobutyl prop-2-enoate",FC(F)(F)C(F)(F)C(F)(F)COC(=O)C=C,"InChI=1S/C7H5F7O2/c1-2-4(15)16-3-5(8,9)6(10,11)7(12,13)14/h2H,1,3H2",C7H5F7O2,254.104,254.017777,54,,54,,1, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID00369826,9:1 Fluorotelomer alcohol,307-37-9,NIRPXSQCRWXHNZ-UHFFFAOYSA-N,"2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-Nonadecafluorodecan-1-ol",OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"InChI=1S/C10H3F19O/c11-2(12,1-30)3(13,14)4(15,16)5(17,18)6(19,20)7(21,22)8(23,24)9(25,26)10(27,28)29/h30H,1H2",C10H3F19O,500.103,499.988050,36,,51,,1, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID00188998,Perfluorohept-1-ene,355-63-5,CDAVUOSPHHTNBU-UHFFFAOYSA-N,"1,1,2,3,3,4,4,5,5,6,6,7,7,7-Tetradecafluorohept-1-ene",FC(F)=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"InChI=1S/C7F14/c8-1(2(9)10)3(11,12)4(13,14)5(15,16)6(17,18)7(19,20)21",C7F14,350.055,349.977644,46,,42,,1, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID50218052,Perfluoroglutaryl difluoride,678-78-4,XAKMJUAGVWKMOB-UHFFFAOYSA-N,Hexafluoropentanedioyl difluoride,FC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)=O,"InChI=1S/C5F8O2/c6-1(14)3(8,9)5(12,13)4(10,11)2(7)15",C5F8O2,244.04,243.977055,41,,40,,1,1/198,1.0,198
https://comptox.epa.gov/dashboard/chemical/details/DTXSID00369821,Perfluorooctanedioic acid,678-45-5,QYCPVKMFWNBDPV-UHFFFAOYSA-N,Dodecafluorooctanedioic acid,OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(O)=O,"InChI=1S/C8H2F12O4/c9-3(10,1(21)22)5(13,14)7(17,18)8(19,20)6(15,16)4(11,12)2(23)24/h(H,21,22)(H,23,24)",C8H2F12O4,390.081,389.976147,36,,51,,2, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID00620545,"N,N-dimethyl-2H-perfluoroethanamine",1550-50-1,VIRGYRZBWQFJGJ-UHFFFAOYSA-N,"1,1,2,2-Tetrafluoro-N,N-dimethylethan-1-amine",CN(C)C(F)(F)C(F)F,"InChI=1S/C4H7F4N/c1-9(2)4(7,8)3(5)6/h3H,1-2H3",C4H7F4N,145.101,145.051462,29,,70,,1, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1062122,4:2 Fluorotelomer alcohol,2043-47-2,JCMNMOBHVPONLD-UHFFFAOYSA-N,"3,3,4,4,5,5,6,6,6-Nonafluorohexan-1-ol",OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"InChI=1S/C6H5F9O/c7-3(8,1-2-16)4(9,10)5(11,12)6(13,14)15/h16H,1-2H2",C6H5F9O,264.091,264.019668,100,,76,,1,9/496,2.0,496
https://comptox.epa.gov/dashboard/chemical/details/DTXSID10193674,Perfluorodiacetamide,407-24-9,GMQVFHZSXKJCIV-UHFFFAOYSA-N,"2,2,2-Trifluoro-N-(trifluoroacetyl)acetamide",FC(F)(F)C(=O)NC(=O)C(F)(F)F,"InChI=1S/C4HF6NO2/c5-3(6,7)1(12)11-2(13)4(8,9)10/h(H,11,12,13)",C4HF6NO2,209.047,208.991147,28,,51,,1, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID70464615,"4-(1H,1H,2H,2H-Perfluorodecylthio)phenol",142623-70-9,HNEIKMUHLLYTLP-UHFFFAOYSA-N,"4-[(3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-Heptadecafluorodecyl)sulfanyl]phenol",OC1=CC=C(SCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C=C1,"InChI=1S/C16H9F17OS/c17-9(18,5-6-35-8-3-1-7(34)2-4-8)10(19,20)11(21,22)12(23,24)13(25,26)14(27,28)15(29,30)16(31,32)33/h1-4,34H,5-6H2",C16H9F17OS,572.28,572.010265,33,,24,,2, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID60188999,"1H,1H,6H,6H-Perfluoro-1,6-hexanediol",355-74-8,NHEKBXPLFJSSBZ-UHFFFAOYSA-N,"2,2,3,3,4,4,5,5-Octafluorohexane-1,6-diol",OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)CO,"InChI=1S/C6H6F8O2/c7-3(8,1-15)5(11,12)6(13,14)4(9,10)2-16/h15-16H,1-2H2",C6H6F8O2,262.099,262.024005,47,,69,,1, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID10225601,2-(Perfluorooctyl)ethyldimethylchlorosilane,74612-30-9,JHCJWHBMXWOYDE-UHFFFAOYSA-N,"Chloro(3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-heptadecafluorodecyl)dimethylsilane",C[Si](C)(Cl)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"InChI=1S/C12H10ClF17Si/c1-31(2,13)4-3-5(14,15)6(16,17)7(18,19)8(20,21)9(22,23)10(24,25)11(26,27)12(28,29)30/h3-4H2,1-2H3",C12H10ClF17Si,540.72,539.996883,33,,33,,2, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID90315130,Perfluoro-1-octanesulfonyl chloride,423-60-9,FJHZKRYJOILIGD-UHFFFAOYSA-N,Heptadecafluorooctane-1-sulfonyl chloride,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)S(Cl)(=O)=O,"InChI=1S/C8ClF17O2S/c9-29(27,28)8(25,26)6(20,21)4(16,17)2(12,13)1(10,11)3(14,15)5(18,19)7(22,23)24",C8ClF17O2S,518.57,517.903607,35,,37,,1,71/465,15.0,465
https://comptox.epa.gov/dashboard/chemical/details/DTXSID2060965,Heptafluorobutyramide,662-50-0,FOBJABJCODOMEO-UHFFFAOYSA-N,"2,2,3,3,4,4,4-Heptafluorobutanamide",NC(=O)C(F)(F)C(F)(F)C(F)(F)F,"InChI=1S/C4H2F7NO/c5-2(6,1(12)13)3(7,8)4(9,10)11/h(H2,12,13)",C4H2F7NO,213.055,213.002461,56,,61,,1,1/496,0.0,496
https://comptox.epa.gov/dashboard/chemical/details/DTXSID10382147,"3-(Perfluoro-2-butyl)propane-1,2-diol",125070-38-4,FAQXMAJQQVDRQM-UHFFFAOYSA-N,"4,4,5,5,6,6,7,7,7-Nonafluoroheptane-1,2-diol",OCC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"InChI=1S/C7H7F9O2/c8-4(9,1-3(18)2-17)5(10,11)6(12,13)7(14,15)16/h3,17-18H,1-2H2",C7H7F9O2,294.117,294.030233,32,,30,,2,7/496,1.0,496
https://comptox.epa.gov/dashboard/chemical/details/DTXSID30627108,((Perfluorooctyl)ethyl)phosphonic acid,80220-63-9,CETXMCMQEXPPLV-UHFFFAOYSA-N,"(3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-Heptadecafluorodecyl)phosphonic acid",OP(O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"InChI=1S/C10H6F17O3P/c11-3(12,1-2-31(28,29)30)4(13,14)5(15,16)6(17,18)7(19,20)8(21,22)9(23,24)10(25,26)27/h1-2H2,(H2,28,29,30)",C10H6F17O3P,528.102,527.978310,35,,20,,2,63/512,12.0,512
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0073118,Ethyl perfluorobutyl ether,163702-05-4,DFUYAWQUODQGFF-UHFFFAOYSA-N,"1-Ethoxy-1,1,2,2,3,3,4,4,4-nonafluorobutane",CCOC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"InChI=1S/C6H5F9O/c1-2-16-6(14,15)4(9,10)3(7,8)5(11,12)13/h2H2,1H3",C6H5F9O,264.091,264.019668,83,,60,5,1,2/198,1.0,198
https://comptox.epa.gov/dashboard/chemical/details/DTXSID40187142,Pentadecafluorooctanoyl chloride,335-64-8,AQQBRCXWZZAFOK-UHFFFAOYSA-N,Pentadecafluorooctanoyl chloride,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(Cl)=O,"InChI=1S/C8ClF15O/c9-1(25)2(10,11)3(12,13)4(14,15)5(16,17)6(18,19)7(20,21)8(22,23)24",C8ClF15O,432.51,431.939815,51,1179,63,,1,23/461,5.0,461
https://comptox.epa.gov/dashboard/chemical/details/DTXSID70880159,(E)-Perfluoro(4-methyl-2-pentene),3709-71-5,SAPOZTRFWJZUFT-OWOJBTEDSA-N,"(2E)-1,1,1,2,3,4,5,5,5-Nonafluoro-4-(trifluoromethyl)pent-2-ene",F\C(=C(\F)C(F)(C(F)(F)F)C(F)(F)F)C(F)(F)F,"InChI=1S/C6F12/c7-1(2(8)4(10,11)12)3(9,5(13,14)15)6(16,17)18/b2-1+",C6F12,300.047,299.980838,41,,56,,1, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID5060986,"1H,1H,5H,5H-Perfluoro-1,5-pentanediol diacrylate",678-95-5,DOZNAYNLYNBXKE-UHFFFAOYSA-N,"2,2,3,3,4,4-Hexafluoropentane-1,5-diyl diprop-2-enoate",FC(F)(COC(=O)C=C)C(F)(F)C(F)(F)COC(=O)C=C,"InChI=1S/C11H10F6O4/c1-3-7(18)20-5-9(12,13)11(16,17)10(14,15)6-21-8(19)4-2/h3-4H,1-2,5-6H2",C11H10F6O4,320.187,320.048328,36,,36,,1,189/510,37.0,510
https://comptox.epa.gov/dashboard/chemical/details/DTXSID40380257,3-(Perfluoroisopropyl)-2-propenoic acid,243139-64-2,PRHNILJSRYVRAY-UHFFFAOYSA-N,"4,5,5,5-Tetrafluoro-4-(trifluoromethyl)pent-2-enoic acid",OC(=O)C=CC(F)(C(F)(F)F)C(F)(F)F,"InChI=1S/C6H3F7O2/c7-4(5(8,9)10,6(11,12)13)2-1-3(14)15/h1-2H,(H,14,15)",C6H3F7O2,240.077,240.002126,27,,19,,1,3/506,1.0,506
https://comptox.epa.gov/dashboard/chemical/details/DTXSID70870515,Pentafluoropropanoic anhydride,356-42-3,XETRHNFRKCNWAJ-UHFFFAOYSA-N,Pentafluoropropanoic anhydride,FC(F)(F)C(F)(F)C(=O)OC(=O)C(F)(F)C(F)(F)F,"InChI=1S/C6F10O3/c7-3(8,5(11,12)13)1(17)19-2(18)4(9,10)6(14,15)16",C6F10O3,310.047,309.968775,63,21,92,1,1,0/198,0.0,198
https://comptox.epa.gov/dashboard/chemical/details/DTXSID80590878,"2,2,3,3,4,4,5,5,6,6,6-Undecafluorohexanal",754-79-0,OMBYOPNOROKVEG-UHFFFAOYSA-N,"2,2,3,3,4,4,5,5,6,6,6-Undecafluorohexanal",FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C=O,"InChI=1S/C6HF11O/c7-2(8,1-18)3(9,10)4(11,12)5(13,14)6(15,16)17/h1H",C6HF11O,298.055,297.985174,23,,9,,1, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID5073901,"1,1,1,3,3-Pentafluorobutane",406-58-6,WZLFPVPRZGTCKP-UHFFFAOYSA-N,"1,1,1,3,3-Pentafluorobutane",CC(F)(F)CC(F)(F)F,"InChI=1S/C4H5F5/c1-3(5,6)2-4(7,8)9/h2H2,1H3",C4H5F5,148.076,148.031141,75,,61,12,1,0/198,0.0,198
https://comptox.epa.gov/dashboard/chemical/details/DTXSID8074786,"(1H,1H-Perfluoroethyl)(2H-perfluoroethyl)ether",406-78-0,CWIFAKBLLXGZIC-UHFFFAOYSA-N,"1,1,2,2-Tetrafluoro-1-(2,2,2-trifluoroethoxy)ethane",FC(F)C(F)(F)OCC(F)(F)F,"InChI=1S/C4H3F7O/c5-2(6)4(10,11)12-1-3(7,8)9/h2H,1H2",C4H3F7O,200.056,200.007212,63,1,67,,1, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0074059,"Difluoromethyl 1H,1H-perfluoropropyl ether",56860-81-2,NKEBKUGEYSHGKA-UHFFFAOYSA-N,"3-(Difluoromethoxy)-1,1,1,2,2-pentafluoropropane",FC(F)OCC(F)(F)C(F)(F)F,"InChI=1S/C4H3F7O/c5-2(6)12-1-3(7,8)4(9,10)11/h2H,1H2",C4H3F7O,200.056,200.007212,35,1,40,,2,2/198,1.0,198
https://comptox.epa.gov/dashboard/chemical/details/DTXSID80380039,"Perfluoro-1,3,5-trimethylcyclohexane",374-76-5,MGOFOLPXKULBGG-UHFFFAOYSA-N,"1,1,2,3,3,4,5,5,6-Nonafluoro-2,4,6-tris(trifluoromethyl)cyclohexane",FC(F)(F)C1(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)C(F)(C(F)(F)F)C1(F)F,"InChI=1S/C9F18/c10-1(7(19,20)21)4(13,14)2(11,8(22,23)24)6(17,18)3(12,5(1,15)16)9(25,26)27",C9F18,450.07,449.971257,37,,37,,2, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1022134,2H-Perfluoro-2-propanol,920-66-1,BYEAHWXPCBROCE-UHFFFAOYSA-N,"1,1,1,3,3,3-Hexafluoropropan-2-ol",OC(C(F)(F)F)C(F)(F)F,"InChI=1S/C3H2F6O/c4-2(5,6)1(10)3(7,8)9/h1,10H",C3H2F6O,168.038,168.000984,162,220,159,,1, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID3044596,"Perfluoro(4-methyl-3,6-dioxaoct-7-ene)sulfonyl fluoride",16090-14-5,KTCQQCLZUOZFEI-UHFFFAOYSA-N,"1,1,2,2-Tetrafluoro-2-({1,1,1,2,3,3-hexafluoro-3-[(trifluoroethenyl)oxy]propan-2-yl}oxy)ethane-1-sulfonyl fluoride",FC(F)=C(F)OC(F)(F)C(F)(OC(F)(F)C(F)(F)S(F)(=O)=O)C(F)(F)F,"InChI=1S/C7F14O4S/c8-1(9)2(10)24-5(15,16)3(11,4(12,13)14)25-6(17,18)7(19,20)26(21,22)23",C7F14O4S,446.11,445.929374,63,,54,,1, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID00312357,"Bis(2,2,2-trifluoroethyl)sulfite",53749-89-6,HVNOLEGWKGMONA-UHFFFAOYSA-N,"Bis(2,2,2-trifluoroethyl) sulfite",FC(F)(F)COS(=O)OCC(F)(F)F,"InChI=1S/C4H4F6O3S/c5-3(6,7)1-12-14(11)13-2-4(8,9)10/h1-2H2",C4H4F6O3S,246.12,245.978534,12,,18,,2, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID9061881,"1-Iodo-1H,1H,2H,2H-perfluoroheptane",1682-31-1,KEHJVWWDDAAVHB-UHFFFAOYSA-N,"1,1,1,2,2,3,3,4,4,5,5-Undecafluoro-7-iodoheptane",FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCI,"InChI=1S/C7H4F11I/c8-3(9,1-2-19)4(10,11)5(12,13)6(14,15)7(16,17)18/h1-2H2",C7H4F11I,423.996,423.918200,46,,32,,1,43/498,9.0,498
https://comptox.epa.gov/dashboard/chemical/details/DTXSID5059870,(Perfluoroethyl)methyl iodide,354-69-8,HENALDZJQYAUBN-UHFFFAOYSA-N,"1,1,1,2,2-Pentafluoro-3-iodopropane",FC(F)(F)C(F)(F)CI,"InChI=1S/C3H2F5I/c4-2(5,1-9)3(6,7)8/h1H2",C3H2F5I,259.945,259.912140,43,,58,,1, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID5059828,1-Iodopentadecafluoroheptane,335-58-0,AHUMDLIBMIYQMU-UHFFFAOYSA-N,"1,1,1,2,2,3,3,4,4,5,5,6,6,7,7-Pentadecafluoro-7-iodoheptane",FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)I,"InChI=1S/C7F15I/c8-1(9,2(10,11)4(14,15)6(18,19)20)3(12,13)5(16,17)7(21,22)23",C7F15I,495.958,495.880520,59,,51,,1,17/460,4.0,460
https://comptox.epa.gov/dashboard/chemical/details/DTXSID50380243,"2,2,3,3-Tetrafluoropropyl trifluoroacetate",107551-72-4,QWXXHRSQCJGYQR-UHFFFAOYSA-N,"2,2,3,3-Tetrafluoropropyl trifluoroacetate",FC(F)C(F)(F)COC(=O)C(F)(F)F,"InChI=1S/C5H3F7O2/c6-2(7)4(8,9)1-14-3(13)5(10,11)12/h2H,1H2",C5H3F7O2,228.066,228.002126,20,,35,,2, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID20577986,4-(Perfluorobutyl)-2-butanone,140834-64-6,QSFHSDZDCSCCGQ-UHFFFAOYSA-N,"5,5,6,6,7,7,8,8,8-Nonafluorooctan-2-one",CC(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"InChI=1S/C8H7F9O/c1-4(18)2-3-5(9,10)6(11,12)7(13,14)8(15,16)17/h2-3H2,1H3",C8H7F9O,290.129,290.035318,28,,,,2, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID40380797,"1H,1H-Perfluoro-3,6,9-trioxadecan-1-ol",147492-57-7,PGUFRYZQAPBGDW-UHFFFAOYSA-N,"2,2-Difluoro-2-{1,1,2,2-tetrafluoro-2-[1,1,2,2-tetrafluoro-2-(trifluoromethoxy)ethoxy]ethoxy}ethan-1-ol",OCC(F)(F)OC(F)(F)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)F,"InChI=1S/C7H3F13O4/c8-2(9,1-21)22-3(10,11)4(12,13)23-5(14,15)6(16,17)24-7(18,19)20/h21H,1H2",C7H3F13O4,398.076,397.982375,40,,44,,2,117/506,23.0,506
https://comptox.epa.gov/dashboard/chemical/details/DTXSID20874028,"2H,2H,3H,3H-Perfluorooctanoic acid",914637-49-3,ABFCFCPCGMHSRX-UHFFFAOYSA-N,"4,4,5,5,6,6,7,7,8,8,8-Undecafluorooctanoic acid",OC(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"InChI=1S/C8H5F11O2/c9-4(10,2-1-3(20)21)5(11,12)6(13,14)7(15,16)8(17,18)19/h1-2H2,(H,20,21)",C8H5F11O2,342.108,342.011389,58,,25,,1,20/497,4.0,497
